,Language,Meaning,Phonological Form,Cognate Class,cc
11,Ancient Greek,stick,hrábdos,Y,stick:Y
12,Ancient Greek,stick,baktɛːríaː,T,stick:T
13,Greek,stick,raˈvði,Y,stick:Y
14,Greek,stick,ˈksilo̞,L,stick:L
20,Armenian Eastern,stick,pʰɑɪ̯t,V,stick:V
35,Ossetic,stick,lædzæɡ,U,stick:U
36,Ossetic Iron,stick,lɐzɐg,U,stick:U
44,Assamese,stick,lathi,E,stick:E
45,Oriya,stick,laʈhi,E,stick:E
47,Bihari,stick,chə̃ri,O,stick:O
51,Urdu,stick,ɖənɖɑ,M,stick:M
57,Marathi,stick,kaʈʰi:,O,stick:O
62,Old Church Slavonic,stick,pɑlitsʲa,H,stick:H
63,Serbo-Croatian,stick,ˈpâlitsa,H,stick:H
64,Serbo-Croatian,stick,prûːt,G,stick:G
65,Bulgarian,stick,ˈprɤtʃkə,G,stick:G
66,Macedonian,stick,prat,G,stick:G
67,Russian,stick,'paɫka,H,stick:H
68,Polish,stick,kʲij,I,stick:I
69,Belarusian,stick,kʲij,I,stick:I
70,Ukrainian,stick,ˈpaɫɪtsʲa,H,stick:H
71,Slovak,stick,pruːt,G,stick:G
72,Slovak,stick,ˈpalitsa,H,stick:H
73,Czech,stick,ɦuːl,J,stick:J
74,Sorbian Upper,stick,ki,I,stick:I
75,Sorbian Lower,stick,kij,I,stick:I
76,Slovenian,stick,ˈpǎːlitsa,H,stick:H
82,Old Norse,stick,ˈpinːi,Aa,stick:Aa
83,Old Norse,stick,vɔlr,S,stick:S
84,Old Norse,stick,kepːr,Ab,stick:Ab
85,Old Norse,stick,stavr,D,stick:D
87,Icelandic,stick,ˈvœːlʏr,S,stick:S
88,Icelandic,stick,ˈstaːvʏr,D,stick:D
89,Faroese,stick,ˈtʃɛpːʊɹ,Ab,stick:Ab
90,Faroese,stick,ˈstɛaːvʊɹ,D,stick:D
91,Norwegian Riksmal,stick,stɔkː,B,stick:B
92,Norwegian Riksmal,stick,staːʋ,D,stick:D
93,Norwegian Riksmal,stick,çɛpː,Ab,stick:Ab
94,Stavangersk,stick,stɑːv,D,stick:D
95,Stavangersk,stick,çɛpː,Ab,stick:Ab
96,Stavangersk,stick,stɔkː,B,stick:B
97,Old Swedish,stick,ˈstaːver,D,stick:D
98,Old Swedish,stick,ˈkæpːer,Ab,stick:Ab
99,Old Swedish,stick,vaːl,S,stick:S
100,Swedish,stick,kvist,Ac,stick:Ac
101,Swedish,stick,ɕɛpː,Ab,stick:Ab
102,Swedish,stick,ˈpɪ̀nːə,Aa,stick:Aa
103,Swedish,stick,stɑːv,D,stick:D
106,Elfdalian,stick,ˈpɪ̀nːɛ,Ae,stick:Ae
107,Elfdalian,stick,kwɪst,Ac,stick:Ac
109,Danish,stick,sd̥ʰʌg̥ʰ,B,stick:B
110,Danish,stick,ɡ̊ʰɛb,Ab,stick:Ab
111,Danish Fjolde,stick,sdɔɡ,B,stick:B
112,Gutnish Lau,stick,stukː,B,stick:B
113,Gutnish Lau,stick,kɛpː,Ab,stick:Ab
114,Gutnish Lau,stick,stɑːv,D,stick:D
117,English,stick,stɪk,B,stick:B
118,Frisian,stick,"stɔ:k, stɔk",B,stick:B
119,Dutch,stick,stɔk,B,stick:B
125,German,stick,ʃtɔk,B,stick:B
132,Latin,stick,ˈbakulum,T,stick:T
136,Portuguese,stick,bɐʃˈtɐ̃ũ,K,stick:K
137,Spanish,stick,'palo,N,stick:N
143,French,stick,bɑtɔ̃,K,stick:K
149,Italian,stick,bas'tone,K,stick:K
152,Old Irish,stick,slat,Z,stick:Z
153,Middle Cornish,stick,'gwɛlɛn,Af,stick:Af
158,Irish,stick,ˈbˠat̪ˠə,Ag/K,stick:Ag/K
13,Ancient Greek,water,hýdɔːr,B,water:B
15,Greek,water,ne̞ˈro̞,G,water:G
18,Classical Armenian,water,ǰowr,C,water:C
19,Armenian Eastern,water,ʤuɾ,C,water:C
35,Ossetic,water,don,B,water:B
36,Ossetic Iron,water,don,B,water:B
37,Ossetic Digor,water,don,B,water:B
50,Oriya,water,paɳi,D,water:D
53,Bihari,water,pain,D,water:D
54,Magahi,water,pɑni,A,water:A
58,Urdu,water,pɑni,D,water:D
63,Marathi,water,'oaɳi:,D,water:D
67,Old Church Slavonic,water,vɔdɑ,B,water:B
68,Serbo-Croatian,water,ˈvɔ̌da,B,water:B
69,Bulgarian,water,vu'da,B,water:B
70,Macedonian,water,ˈvoda,B,water:B
71,Russian,water,vɔ'da,B,water:B
72,Polish,water,ˈvɔda,B,water:B
73,Belarusian,water,vaˈda,B,water:B
74,Ukrainian,water,ʋɔˈda,B,water:B
75,Slovak,water,ˈvɔda,B,water:B
76,Czech,water,ˈvɔda,B,water:B
77,Sorbian Upper,water,ˈwɔda,B,water:B
78,Sorbian Lower,water,ˈwɘ̟da,B,water:B
79,Slovenian,water,ˈvɔ̌ːda,B,water:B
84,Old Norse,water,vatn,B,water:B
85,Icelandic,water,vaʰtn̥,B,water:B
86,Faroese,water,vaʰtn̥,B,water:B
87,Norwegian Riksmal,water,ʋanː,B,water:B
88,Stavangersk,water,"ˈʋatːn̩, ʋanː",B,water:B
89,Old Swedish,water,vatn,B,water:B
90,Swedish,water,ˈvatːən,B,water:B
93,Elfdalian,water,wɑ́tːn̩,B,water:B
94,Danish,water,vanˀ,B,water:B
95,Danish Fjolde,water,vanʲ,B,water:B
97,Gutnish Lau,water,vatːn,B,water:B
99,English,water,'wɔ:tə,B,water:B
100,Frisian,water,'vɛtər,B,water:B
101,Dutch,water,'watər,B,water:B
106,German,water,'vasɐ,B,water:B
113,Latin,water,ˈakʷa,E,water:E
114,Catalan,water,"'ajɣwə, 'ajɣwa",E,water:E
115,Portuguese,water,ˈaɡwɐ,E,water:E
116,Spanish,water,'aɣwa,E,water:E
122,French,water,o,E,water:E
128,Italian,water,'akkwa,E,water:E
133,Old Irish,water,doβur,F,water:F
134,Old Irish,water,usʹkʹe,B,water:B
136,Middle Cornish,water,dɔʊr,F,water:F
142,Irish,water,ˈiʃkʲə,B,water:B
11,Ancient Greek,what,tí,A,what:A
13,Greek,what,ti,A,what:A
15,Classical Armenian,what,zi,A,what:A
16,Classical Armenian,what,z-i(-)nč‘,A,what:A
17,Armenian Eastern,what,inʧʰ,A,what:A
31,Ossetic Iron,what,sy,A,what:A
32,Ossetic Digor,what,či,A,what:A
42,Oriya,what,kɔɔɳɔ,A,what:A
44,Bihari,what,ki,A,what:A
50,Urdu,what,kjɑ,A,what:A
57,Marathi,what,kaj,A,what:A
61,Old Church Slavonic,what,tʃɪ̆tɔ,A,what:A
62,Serbo-Croatian,what,"ʃtɔ̂, ʃtâ",A,what:A
63,Bulgarian,what,kəˈkvɔ,A,what:A
64,Macedonian,what,ʃto,A,what:A
65,Russian,what,ʂtɔ,A,what:A
66,Polish,what,tsɔ,A,what:A
67,Belarusian,what,ʂtɔ,A,what:A
68,Ukrainian,what,ʂtʂɔ,A,what:A
69,Slovak,what,tʃɔ,A,what:A
70,Czech,what,tsɔ,A,what:A
71,Sorbian Upper,what,ʃtɔ,A,what:A
72,Sorbian Lower,what,tsɔ,A,what:A
73,Slovenian,what,kǎːj,A,what:A
77,Old Norse,what,ɣvat,A,what:A
78,Icelandic,what,"xʷaːð, kʰvaːð",A,what:A
79,Faroese,what,kʰvɛaːt,A,what:A
80,Norwegian Riksmal,what,ʋaː,A,what:A
81,Stavangersk,what,ka,A,what:A
82,Old Swedish,what,ˈhvaːð,A,what:A
83,Swedish,what,vɑː(d),A,what:A
86,Elfdalian,what,wɛn,A,what:A
87,Danish,what,va,A,what:A
88,Danish Fjolde,what,vɑɹ,A,what:A
89,Gutnish Lau,what,vɑː,A,what:A
91,English,what,wɒt,A,what:A
92,Frisian,what,vɔt,A,what:A
93,Dutch,what,wɑt,A,what:A
99,German,what,vas,A,what:A
106,Latin,what,kʷid,A,what:A
107,Catalan,what,"kɛ, ke",A,what:A
108,Portuguese,what,"kɨ, u kɨ",A,what:A
109,Spanish,what,ke,A,what:A
115,French,what,kə,A,what:A
121,Italian,what,ke,A,what:A
124,Old Irish,what,kʹiðʹ,A,what:A
125,Middle Cornish,what,pandrə,A,what:A
126,Middle Cornish,what,pi,A,what:A
128,Middle Breton,what,peˈtra,D,what:D
129,Middle Breton,what,ˈpe,A,what:A
10,Ancient Greek,fight,mákʰomai̯,Ak,fight:Ak
11,Greek,fight,paˈle̞vo̞,K,fight:K
18,Armenian Eastern,fight,kərˈvɛl,L,fight:L
32,Ossetic,fight,toχ kænɨn,E,fight:E
33,Ossetic Iron,fight,toχ kɐn-,E,fight:E
34,Ossetic Digor,fight,toχ kɐn-,E,fight:E
40,Assamese,fight,zuz,S,fight:S
41,Oriya,fight,lɔɽh-,D,fight:D
42,Oriya,fight,ǰuddhɔ kɔriba,S,fight:S
44,Bihari,fight,lərəb,D,fight:D
45,Magahi,fight,ləɽnɑ,D,fight:D
48,Urdu,fight,ləɽnə,D,fight:D
53,Marathi,fight,ləɖʰ'ɳe,D,fight:D
58,Old Church Slavonic,fight,brɑti sɛ̃,H,fight:H
59,Serbo-Croatian,fight,ˈbɔ̌riti sɛ,H,fight:H
60,Bulgarian,fight,ˈbɔrʲə sɛ,H,fight:H
61,Macedonian,fight,ˈbori sɛ,H,fight:H
62,Russian,fight,'dratʲsʲa,Al,fight:Al
63,Russian,fight,bɔˈrɔtʲsʲa,H,fight:H
64,Polish,fight,ˈvaltʂɘ̟tɕ,Am,fight:Am
65,Polish,fight,ˈbitɕ ɕɛ(ɰ̃),G,fight:G
66,Belarusian,fight,ˈbitstsa,G,fight:G
67,Belarusian,fight,zmaˈɣatsta,An,fight:An
68,Ukrainian,fight,bɔˈrɔtɪsʲa,H,fight:H
69,Slovak,fight,ˈbɔjɔvac,G,fight:G
70,Slovak,fight,bic sa,G,fight:G
71,Czech,fight,ˈbɔjɔvat,G,fight:G
72,Czech,fight,ˈzapasit,Ap,fight:Ap
73,Czech,fight,biːt sɛ,G,fight:G
74,Sorbian Upper,fight,ˈbitʃ sɔ,G,fight:G
75,Sorbian Upper,fight,ˈwɔjo.atʃ,Ao,fight:Ao
76,Sorbian Lower,fight,ˈbiɕ sɛ,G,fight:G
77,Sorbian Lower,fight,ˈwɘ̟jowaɕ,Ao,fight:Ao
78,Slovenian,fight,bɔjɛˈvǎːti sɛ,G,fight:G
84,Old Norse,fight,ˈstriːða,N,fight:N
85,Old Norse,fight,slaːsk,Q,fight:Q
86,Old Norse,fight,ˈveɣa,P,fight:P
87,Old Norse,fight,ˈberjask,H,fight:H
88,Icelandic,fight,ˈvɛːɣa,P,fight:P
89,Icelandic,fight,ˈstriːða,N,fight:N
90,Icelandic,fight,ˈb̥ɛrjast,H,fight:H
91,Icelandic,fight,ˈstlaust,Q,fight:Q
92,Faroese,fight,ˈslo̜ːast,Q,fight:Q
93,Faroese,fight,ˈstɹiːja(st),N,fight:N
94,Faroese,fight,ˈb̥ɛɹjast,H,fight:H
95,Norwegian Riksmal,fight,ˈçɛ̀mpə,I,fight:I
96,Norwegian Riksmal,fight,ˈstɾiː(də),N,fight:N
97,Norwegian Riksmal,fight,ʃlɔsː,Q,fight:Q
98,Stavangersk,fight,slɔst,Q,fight:Q
99,Stavangersk,fight,ˈfɛ̀kta,B,fight:B
100,Old Swedish,fight,ˈstriːða,N,fight:N
101,Old Swedish,fight,ˈkampa,I,fight:I
102,Old Swedish,fight,slaːs,Q,fight:Q
103,Old Swedish,fight,ˈfækta,B,fight:B
104,Swedish,fight,slɔsː,Q,fight:Q
105,Swedish,fight,ˈɕɛ̀mpa,I,fight:I
106,Swedish,fight,ˈstrì:da,N,fight:N
110,Elfdalian,fight,ˈrɑ̀ɪvɑs,Af,fight:Af
111,Elfdalian,fight,ˈslɔːsː,Q,fight:Q
112,Danish,fight,ˈsd̥ʁiːðə,N,fight:N
113,Danish,fight,ˈg̥ʰɛmb̥ə,I,fight:I
114,Danish,fight,slʌs,Q,fight:Q
115,Danish Fjolde,fight,sdɹiː,N,fight:N
116,Danish Fjolde,fight,ˈsloasəs,Q,fight:Q
118,Gutnish Lau,fight,slɑːs,Q,fight:Q
119,Gutnish Lau,fight,ˈstrɛɪdɛ,N,fight:N
120,Gutnish Lau,fight,kɛmp,I,fight:I
123,English,fight,faɪt,B,fight:B
125,Dutch,fight,'vɛχtə(n),B,fight:B
130,German,fight,'kɛmp͜fn̩,I,fight:I
136,Latin,fight,pugˈnaːre,Y,fight:Y
138,Catalan,fight,kum'batrə,X,fight:X
140,Catalan,fight,bətə'ʎa,X,fight:X
141,Portuguese,fight,luˈtaɾ,W,fight:W
146,Spanish,fight,pele'aɾ,U,fight:U
153,French,fight,sə batʀ,X,fight:X
159,Italian,fight,kom'battere,X,fight:X
162,Old Irish,fight,ɸʹixʹəðʹ,B,fight:B
163,Middle Cornish,fight,'ɔmlað,O,fight:O
164,Middle Breton,fight,ˈkanːaṽ,F,fight:F
165,Breton,fight,ˈkãnːã,F,fight:F
10,Ancient Greek,kill,(apo-)ktéːnɔː,Ai,kill:Ai
11,Ancient Greek,kill,pʰonéu̯ɔː,W,kill:W
15,Greek,kill,sko̞ˈto̞no̞,L,kill:L
17,Classical Armenian,kill,spananem,D,kill:D
18,Armenian Eastern,kill,spɑˈnɛl,D,kill:D
35,Ossetic,kill,marɨn,F,kill:F
36,Ossetic Iron,kill,mar-,F,kill:F
37,Ossetic Digor,kill,mar-,F,kill:F
44,Assamese,kill,mar,F,kill:F
45,Oriya,kill,mar-,F,kill:F
47,Bihari,kill,marəb,F,kill:F
48,Magahi,kill,mɑrnɑ,F,kill:F
52,Urdu,kill,mɑɾnə,F,kill:F
57,Marathi,kill,ʈak'ɳe,Ag,kill:Ag
58,Marathi,kill,'maɾun,F,kill:F
59,Marathi,kill,'maɾɳe,F,kill:F
64,Old Church Slavonic,kill,ubiti,I,kill:I
65,Serbo-Croatian,kill,ˈǔbiti,I,kill:I
66,Bulgarian,kill,uˈbivəm,I,kill:I
67,Macedonian,kill,ˈubiva,I,kill:I
68,Russian,kill,ubʲi'vatʲ,I,kill:I
69,Polish,kill,ˈzabitɕ,I,kill:I
70,Belarusian,kill,zabʲiˈvatsʲ,I,kill:I
71,Ukrainian,kill,ubɪtɪ,I,kill:I
72,Slovak,kill,ˈzabic,I,kill:I
73,Czech,kill,ˈzabiːjɛt,I,kill:I
74,Sorbian Upper,kill,ˈzabitʃ,I,kill:I
75,Sorbian Lower,kill,ˈzabiɕ,I,kill:I
76,Slovenian,kill,uˈbǐːti,I,kill:I
80,Old Norse,kill,ˈveːɡa,Z,kill:Z
81,Old Norse,kill,ˈdrepa,B,kill:B
82,Old Norse,kill,ˈdɛyða,T,kill:T
83,Icelandic,kill,ˈd̥eiːða,T,kill:T
84,Icelandic,kill,ˈd̥rɛːpʰa,B,kill:B
85,Faroese,kill,ˈd̥ɹeːpa,B,kill:B
86,Faroese,kill,"ˈd̥ɛiːja, ˈd̥ɔiːja",T,kill:T
87,Norwegian Riksmal,kill,ˈdɾèːpə,B,kill:B
88,Stavangersk,kill,ˈdʁèːba,B,kill:B
89,Old Swedish,kill,ˈdøːða,T,kill:T
90,Old Swedish,kill,ˈdræːpa,B,kill:B
91,Swedish,kill,ˈdrɛ̀:pa,B,kill:B
92,Swedish,kill,ˈdø̀ːda,T,kill:T
95,Elfdalian,kill,ˌɛːv ɪˈjɛːl,Ab,kill:Ab
96,Elfdalian,kill,ˈdrɛ̀pɔ,B,kill:B
97,Elfdalian,kill,ˈɛ̀ːlɑ,Aa,kill:Aa
98,Danish,kill,ˈd̥øːðə,T,kill:T
99,Danish,kill,ˈdʁɛ:b̥ə,B,kill:B
102,Gutnish Lau,kill,ˈdœːdɛ,T,kill:T
104,English,kill,kɪl,J,kill:J
106,Frisian,kill,'dɪ.ədzjə,T,kill:T
107,Dutch,kill,'slɑχtə(n),S,kill:S
108,Dutch,kill,'dodə(n),T,kill:T
114,German,kill,'tø:tn̩,T,kill:T
121,Latin,kill,oˈkːiːdere,O,kill:O
123,Catalan,kill,mə'ta,G,kill:G
124,Portuguese,kill,mɐˈtaɾ,G,kill:G
125,Spanish,kill,ma'taɾ,G,kill:G
131,French,kill,tɥe,K,kill:K
143,Italian,kill,ammat'tsare,P,kill:P
144,Italian,kill,ut'tʃidere,O,kill:O
149,Old Irish,kill,"orgəðʹ, orʹgʹəðʹ",V,kill:V
150,Old Irish,kill,marβəðʹ,F,kill:F
151,Middle Cornish,kill,'laða,H,kill:H
153,Middle Breton,kill,ˈlaːðaṽ,H,kill:H
154,Breton,kill,ˈlaːzã,H,kill:H
11,Ancient Greek,root,rízda,B,root:B
13,Greek,root,'riza,B,root:B
15,Classical Armenian,root,armat,C,root:C
16,Armenian Eastern,root,ɑɾˈmɑt,C,root:C
39,Ossetic,root,widaɡ,H,root:H
40,Ossetic Iron,root,widag,H,root:H
41,Ossetic Digor,root,wedagɐ,H,root:H
50,Oriya,root,muɭ-,E,root:E
53,Bihari,root,jəir,G,root:G
57,Urdu,root,ʤəɽ,G,root:G
62,Marathi,root,mu:ɭ,E,root:E
66,Old Church Slavonic,root,kɔrɛnɪ̆,D,root:D
67,Serbo-Croatian,root,ˈkɔ̂rjɛːn,D,root:D
68,Bulgarian,root,ˈkɔrɘn,D,root:D
69,Macedonian,root,ˈkorɛn,D,root:D
70,Russian,root,'kɔrʲɛnʲ,D,root:D
71,Polish,root,ˈkɔʐɛɲ,D,root:D
72,Belarusian,root,ˈkɔranʲ,D,root:D
73,Ukrainian,root,ˈkɔrʲinʲ,D,root:D
74,Slovak,root,ˈkɔrɛɲ,D,root:D
75,Czech,root,ˈkɔr̝ɛn,D,root:D
76,Sorbian Upper,root,ˈkɔʀen,D,root:D
77,Sorbian Lower,root,ˈkɘ̟reɲ,D,root:D
78,Slovenian,root,kɔˈrêːn,D,root:D
82,Old Norse,root,roːt,B,root:B
83,Icelandic,root,rouːt,B,root:B
84,Faroese,root,ɹɔuːt,B,root:B
85,Norwegian Riksmal,root,ɾuːt,B,root:B
86,Stavangersk,root,ʁuːd,B,root:B
87,Old Swedish,root,roːt,B,root:B
88,Swedish,root,ru:t,B,root:B
91,Elfdalian,root,rʉːət,B,root:B
92,Danish,root,ʁoˀð,B,root:B
93,Danish Fjolde,root,ɹuoj,B,root:B
94,Gutnish Lau,root,rout,B,root:B
96,English,root,ru:t,B,root:B
97,Frisian,root,'vuatəl,B,root:B
98,Dutch,root,'wɔrtəl,B,root:B
103,German,root,'vʊt͜sl̩,B,root:B
108,Latin,root,ˈraːdiks,B,root:B
109,Catalan,root,ə'rɛl,B,root:B
110,Portuguese,root,ɾɐˈiʃ,B,root:B
111,Spanish,root,ra'iθ,B,root:B
117,French,root,ʀasin,B,root:B
123,Italian,root,ra'ditʃe,B,root:B
126,Old Irish,root,"ɸʹrʹe:n, ɸʹrʹe:ṽ",B,root:B
128,Middle Cornish,root,gwrɛɪð,B,root:B
130,Middle Breton,root,ˈgwriðjen,B,root:B
131,Breton,root,ˈg(w)ri(z)jɛn,B,root:B
12,Ancient Greek,two,dýo,A,two:A
14,Greek,two,ˈðiˌo̞,A,two:A
16,Classical Armenian,two,erkow,A,two:A
17,Armenian Eastern,two,jɛɾˈku,A,two:A
30,Ossetic,two,dɨwwæ,A,two:A
31,Ossetic Iron,two,dywɐ,A,two:A
32,Ossetic Digor,two,duwɐ,A,two:A
40,Assamese,two,dui,A,two:A
41,Oriya,two,dui,A,two:A
43,Bihari,two,du,A,two:A
49,Urdu,two,d̪o,A,two:A
54,Marathi,two,don,A,two:A
58,Old Church Slavonic,two,dʊ̆vɑ,A,two:A
59,Serbo-Croatian,two,dvâː,A,two:A
60,Bulgarian,two,dva,A,two:A
61,Macedonian,two,dva,A,two:A
62,Russian,two,dva,A,two:A
63,Polish,two,dva,A,two:A
64,Belarusian,two,dva,A,two:A
65,Ukrainian,two,dʋa,A,two:A
66,Slovak,two,dva,A,two:A
67,Czech,two,dva,A,two:A
68,Sorbian Upper,two,dwaj,A,two:A
69,Sorbian Lower,two,dwa,A,two:A
70,Slovenian,two,dvâː,A,two:A
74,Old Norse,two,tvɛir,A,two:A
75,Icelandic,two,tveiːr,A,two:A
76,Faroese,two,tʰvaiːɹ,A,two:A
77,Norwegian Riksmal,two,tuː,A,two:A
78,Stavangersk,two,tuː,A,two:A
79,Old Swedish,two,tveːr,A,two:A
80,Swedish,two,tvo:,A,two:A
83,Elfdalian,two,twɔː,A,two:A
84,Danish,two,d̥ʰoˀ,A,two:A
85,Danish Fjolde,two,tuo,A,two:A
87,Gutnish Lau,two,tvɑː,A,two:A
89,English,two,tu:,A,two:A
90,Frisian,two,tva:,A,two:A
91,Dutch,two,twe,A,two:A
96,German,two,t͜svaĭ,A,two:A
102,Latin,two,ˈduo,A,two:A
103,Catalan,two,dos,A,two:A
104,Portuguese,two,doiʃ,A,two:A
105,Spanish,two,dos,A,two:A
111,French,two,dø,A,two:A
117,Italian,two,'due,A,two:A
121,Old Irish,two,da:,A,two:A
122,Middle Cornish,two,"dɛˑʊ, diˑʊ",A,two:A
10,Ancient Greek,at,epí,I,at:I
11,Ancient Greek,at,en,J,at:J
12,Ancient Greek,at,pará,Ah,at:Ah
13,Greek,at,se̞,E,at:E
15,Classical Armenian,at,ɑr,Ah,at:Ah
35,Ossetic,at,tsur,A,at:A
37,Ossetic Iron,at,sur,A,at:A
38,Ossetic Digor,at,cor,A,at:A
43,Assamese,at,ɒt,H,at:H
44,Oriya,at,re,M,at:M
45,Oriya,at,ʈhare,M,at:M
46,Magahi,at,mẽ,G,at:G
47,Magahi,at,pər,L,at:L
50,Urdu,at,"pəɾ, pɛ",L,at:L
55,Marathi,at,"t, tʰe",G,at:G
56,Marathi,at,'wadzta,H,at:H
61,Old Church Slavonic,at,nɑ,Q,at:Q
62,Old Church Slavonic,at,vʊ̆,J,at:J
63,Serbo-Croatian,at,u,J,at:J
64,Serbo-Croatian,at,na,Q,at:Q
65,Bulgarian,at,v(ɤf),J,at:J
66,Bulgarian,at,na,Q,at:Q
67,Macedonian,at,na,Q,at:Q
68,Macedonian,at,vɔ,J,at:J
69,Russian,at,v,J,at:J
70,Russian,at,na,Q,at:Q
71,Polish,at,v(ɛ),J,at:J
72,Polish,at,na,Q,at:Q
73,Belarusian,at,u,J,at:J
74,Belarusian,at,na,Q,at:Q
75,Ukrainian,at,ʋ,J,at:J
76,Ukrainian,at,na,Q,at:Q
77,Slovak,at,na,Q,at:Q
78,Slovak,at,v(ɔ),J,at:J
79,Czech,at,na,Q,at:Q
80,Czech,at,v(ɛ),J,at:J
81,Sorbian Upper,at,w(ɛ),J,at:J
82,Sorbian Upper,at,na,Q,at:Q
83,Sorbian Lower,at,w(ɛ),J,at:J
84,Sorbian Lower,at,na,Q,at:Q
85,Slovenian,at,v,J,at:J
86,Slovenian,at,na,Q,at:Q
93,Old Norse,at,við,U,at:U
94,Old Norse,at,at,R,at:R
95,Icelandic,at,çauː,Aj,at:Aj
96,Icelandic,at,vɪːð,U,at:U
97,Faroese,at,ɔaː,R,at:R
98,Faroese,at,tʃʰɔaː,Aj,at:Aj
99,Faroese,at,viː,U,at:U
100,Norwegian Riksmal,at,poː,Ai,at:Ai
101,Norwegian Riksmal,at,ʋeːd,U,at:U
102,Stavangersk,at,poː,Ai,at:Ai
103,Stavangersk,at,ʋeː,U,at:U
104,Old Swedish,at,viːð,U,at:U
105,Old Swedish,at,at,R,at:R
106,Swedish,at,po:,Ai,at:Ai
107,Swedish,at,viː(d),U,at:U
112,Elfdalian,at,wɪːð,U,at:U
113,Elfdalian,at,õ,Ai,at:Ai
114,Danish,at,b̥ʰɔˀ,Ai,at:Ai
115,Danish,at,veð,U,at:U
116,Danish Fjolde,at,oa,Ai,at:Ai
117,Danish Fjolde,at,ve,U,at:U
120,Gutnish Lau,at,bɛɪ,Ak,at:Ak
121,Gutnish Lau,at,pɑː,Ai,at:Ai
123,English,at,æt,R,at:R
124,Frisian,at,op,I,at:I
125,Dutch,at,tə,V,at:V
126,Dutch,at,ɔp,I,at:I
133,German,at,an,T,at:T
144,Latin,at,ad,R,at:R
145,Catalan,at,a,R,at:R
147,Portuguese,at,a,S,at:S
148,Portuguese,at,ɐ̃j,J,at:J
149,Spanish,at,a,R,at:R
155,French,at,a,R,at:R
161,Italian,at,"a, ad",R,at:R
165,Old Irish,at,og,R,at:R
167,Middle Breton,at,"e, en, i, in",J,at:J
168,Breton,at,"e, en",J,at:J
171,Irish,at,ɛɟ,R,at:R
8,Ancient Greek,narrow,stenós,F,narrow:F
9,Greek,narrow,ste̞ˈno̞s,F,narrow:F
11,Classical Armenian,narrow,XXX,M,narrow:M
28,Ossetic,narrow,wɨnɡæɡ,P,narrow:P
29,Ossetic Iron,narrow,narɐg,P,narrow:P
30,Ossetic Digor,narrow,narɐg,P,narrow:P
34,Assamese,narrow,thɛk,A,narrow:A
35,Oriya,narrow,ɔɳɔsaria,D,narrow:D
37,Bihari,narrow,səŋkirə,D,narrow:D
38,Magahi,narrow,"pɑtər, pɑtərɑ",Q,narrow:Q
39,Magahi,narrow,səkist̪,D,narrow:D
44,Urdu,narrow,t̪əŋ,A,narrow:A
49,Marathi,narrow,əɾũndə,S,narrow:S
53,Old Church Slavonic,narrow,ɔ̃zʊ̆kʊ̆,B,narrow:B
54,Old Church Slavonic,narrow,tæsnʊ̆,I,narrow:I
55,Serbo-Croatian,narrow,ˈûzak,B,narrow:B
56,Bulgarian,narrow,ˈtɛsɘn,I,narrow:I
57,Macedonian,narrow,ˈtesɛn,I,narrow:I
58,Russian,narrow,'uzkɨj,B,narrow:B
59,Polish,narrow,ˈvɔɰ̃skʲi,B,narrow:B
60,Belarusian,narrow,ˈvuzkʲi,B,narrow:B
61,Ukrainian,narrow,ˈʋuzʲkɪj,B,narrow:B
62,Slovak,narrow,ˈuːzki,B,narrow:B
63,Czech,narrow,ˈuːzkiː,B,narrow:B
64,Sorbian Upper,narrow,ˈwuski,B,narrow:B
65,Sorbian Lower,narrow,ˈhuski,B,narrow:B
66,Slovenian,narrow,ˈǒːzək,B,narrow:B
70,Old Norse,narrow,θrɔnɣr,O,narrow:O
71,Old Norse,narrow,mjoːr,H,narrow:H
72,Icelandic,narrow,mjouːr,H,narrow:H
73,Icelandic,narrow,ˈθrøyŋɡ̊ʏr,O,narrow:O
74,Faroese,narrow,ˈmjɔaːvʊɹ,H,narrow:H
75,Faroese,narrow,ˈsmɛaːlʊɹ,E,narrow:E
76,Faroese,narrow,ˈtʰɹɔŋɡ̊ʊɹ,O,narrow:O
77,Norwegian Riksmal,narrow,tɾaŋː,O,narrow:O
78,Norwegian Riksmal,narrow,smaːl,E,narrow:E
79,Norwegian Riksmal,narrow,ˈsnèʋəɾ,T,narrow:T
80,Stavangersk,narrow,ˈtʁaŋːə,O,narrow:O
81,Stavangersk,narrow,ˈsmɑːlə,E,narrow:E
82,Old Swedish,narrow,ˈsnæːver,T,narrow:T
83,Old Swedish,narrow,ˈθraŋːer,O,narrow:O
84,Old Swedish,narrow,smaːl,E,narrow:E
85,Old Swedish,narrow,mjoːr,H,narrow:H
86,Old Swedish,narrow,ˈsnæːver,T,narrow:T
87,Swedish,narrow,trɔŋ,O,narrow:O
88,Swedish,narrow,smɑ:l,E,narrow:E
94,Elfdalian,narrow,trɑʉŋg,O,narrow:O
96,Danish,narrow,ˈd̥ʰʁɑŋˀ,O,narrow:O
97,Danish,narrow,ˈsnɛwˀʌ,T,narrow:T
98,Danish,narrow,smalˀ,E,narrow:E
99,Danish Fjolde,narrow,smal,E,narrow:E
100,Danish Fjolde,narrow,ˈsneːwəɹ,T,narrow:T
101,Gutnish Lau,narrow,ˈsmaldar,E,narrow:E
