ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
233	Danish	burn	bʁanə	b ʁ a n ə	89	b ʁ a n ə	c254 c733 v130 c105 v155	141	dani1285
234	Bulgarian	burn	ɡɔra	ɡ ɔ r a	84	g ɔ r a	c824 v067 c151 v130	141	bulg1262
235	Greek	burn	ceo	c e o	87	c e o	c600 v200 v042	141	mode1248
236	Armenian	burn	ɑɪɾvɛl	ɑɪ ɾ v ɛ l	85	ɑɪ ɾ v ɛ l	d065 c064 c446 v229 c548	141	nucl1235
237	Romanian	burn	arde	a r d e	88	a r d e	v130 c151 c143 v200	141	roma1327
238	Russian	burn	ʒetʲ	ʒ e tʲ	91	ʒ e tʲ	c679 v200 c113	141	russ1263
239	Polish	burn	paliʨ	p a l i ʨ	92	p a l i tɕ	c288 v130 c548 v191 c198	141	poli1260
240	Norwegian	burn	bɾenə	b ɾ e n ə	89	b ɾ e n ə	c254 c064 v200 c105 v155	141	norw1258
241	French	burn	bʁyle	b ʁ y l e	93	b ʁ y l e	c254 c733 v166 c548 v200	141	stan1290
242	Czech	burn	paːlit	p aː l i t	92	p aː l i t	c288 v137 c548 v191 c118	141	czec1258
243	Icelandic	burn	b̥rɛtna	b̥ r ɛ t n a	89	b̥ r ɛ t n a	c280 c151 v229 c118 c105 v130	141	icel1247
244	Italian	burn	bruʧːare	b r u tːʃ a r e	93	b r u tːʃ a r e	c254 c151 v027 c196 v130 c151 v200	141	ital1282
245	Hindi	burn	ʤəlnaː	ʤ ə l n aː	86	dʒ ə l n aː	c649 v155 c548 c105 v137	141	hind1269
246	Portuguese	burn	kɐjmar	k ɐ j m a r	90	k ɐ j m a r	c831 v119 c564 c239 v130 c151	141	port1283
247	Dutch	claw (nail)	naːɣəl	n aː ɣ ə l	94	n aː ɣ ə l	c105 v137 c774 v155 c548	2128	dutc1256
248	Swedish	claw (nail)	naːgel	n aː g e l	94	n aː g e l	c105 v137 c824 v200 c548	2128	swed1254
249	English	claw (nail)	neɪl	n eɪ l	94	n eɪ l	c105 d048 c548	2128	stan1293
250	German	claw (nail)	naːɡəl	n aː ɡ ə l	94	n aː g ə l	c105 v137 c824 v155 c548	2128	stan1295
251	Spanish	claw (nail)	uɲa	u ɲ a	94	u ɲ a	v027 c589 v130	2128	stan1288
252	Danish	claw (nail)	nɑjˀl	n ɑ jˀ l	94	n ɑ jˀ l	c105 v089 c566 c548	2128	dani1285
253	Bulgarian	claw (nail)	nɔkət	n ɔ k ə t	94	n ɔ k ə t	c105 v067 c831 v155 c118	2128	bulg1262
254	Greek	claw (nail)	niçi	n i ç i	94	n i ç i	c105 v191 c577 v191	2128	mode1248
255	Armenian	claw (nail)	jɛʁung	j ɛ ʁ u n g	94	j ɛ ʁ u n g	c564 v229 c733 v027 c105 c824	2128	nucl1235
256	Romanian	claw (nail)	ungje	u n g j e	94	u n g j e	v027 c105 c824 c564 v200	2128	roma1327
257	Russian	claw (nail)	noɡətʲ	n o ɡ ə tʲ	94	n o g ə tʲ	c105 v042 c824 v155 c113	2128	russ1263
258	Polish	claw (nail)	paznɔkʲɛʨ	p a z n ɔ kʲ ɛ ʨ	94	p a z n ɔ kʲ ɛ tɕ	c288 v130 c078 c105 v067 c830 v229 c198	2128	poli1260
259	Norwegian	claw (nail)	næjl	n æ j l	94	n æ j l	c105 v198 c564 c548	2128	norw1258
260	French	claw (nail)	ɔ̃ɡl	ɔ̃ ɡ l	94	ɔ̃ g l	v066 c824 c548	2128	stan1290
261	Czech	claw (nail)	nɛɦɛt	n ɛ ɦ ɛ t	94	n ɛ ɦ ɛ t	c105 v229 c397 v229 c118	2128	czec1258
262	Icelandic	claw (nail)	nakl	n a k l	94	n a k l	c105 v130 c831 c548	2128	icel1247
263	Italian	claw (nail)	unɡja	u n ɡ j a	94	u n g j a	v027 c105 c824 c564 v130	2128	ital1282
264	Hindi	claw (nail)	naːkʰ	n aː kʰ	94	n aː kʰ	c105 v137 c813	2128	hind1269
265	Portuguese	claw (nail)	uɲɐ	u ɲ ɐ	94	u ɲ ɐ	v027 c589 v119	2128	port1283
266	Dutch	cloud	ʋɔlk	ʋ ɔ l k	102	ʋ ɔ l k	c424 v067 c548 c831	1489	dutc1256
267	Swedish	cloud	ɧyː	ɧ yː	96	ɧ yː	c613 v168	1489	swed1254
268	English	cloud	klaʊd	k l aʊ d	101	k l aʊ d	c831 c548 d028 c143	1489	stan1293
269	German	cloud	vɔlkə	v ɔ l k ə	102	v ɔ l k ə	c446 v067 c548 c831 v155	1489	stan1295
270	Spanish	cloud	nuβe	n u β e	100	n u β e	c105 v027 c225 v200	1489	stan1288
271	Danish	cloud	sgyˀ	s g yˀ	96	s g yˀ	c087 c824 v244	1489	dani1285
272	Bulgarian	cloud	ɔblək	ɔ b l ə k	103	ɔ b l ə k	v067 c254 c548 v155 c831	1489	bulg1262
273	Greek	cloud	sinefo	s i n e f o	98	s i n e f o	c087 v191 c105 v200 c447 v042	1489	mode1248
274	Armenian	cloud	ɑmp	ɑ m p	99	ɑ m p	v089 c239 c288	1489	nucl1235
275	Romanian	cloud	nor	n o r	100	n o r	c105 v042 c151	1489	roma1327
276	Russian	cloud	obləkə	o b l ə k ə	103	o b l ə k ə	v042 c254 c548 v155 c831 v155	1489	russ1263
277	Polish	cloud	ɔbwɔk	ɔ b w ɔ k	103	ɔ b w ɔ k	v067 c254 c457 v067 c831	1489	poli1260
278	Norwegian	cloud	ʃyː	ʃ yː	-96	ʃ yː	c677 v168	1489	norw1258
279	French	cloud	nɥaj	n ɥ a j	100	n ɥ a j	c105 c453 v130 c564	1489	stan1290
280	Czech	cloud	oblak	o b l a k	103	o b l a k	v042 c254 c548 v130 c831	1489	czec1258
281	Icelandic	cloud	sciː	s c iː	96	s c iː	c087 c600 v183	1489	icel1247
282	Italian	cloud	nuvola	n u v o l a	100	n u v o l a	c105 v027 c446 v042 c548 v130	1489	ital1282
283	Hindi	cloud	baːdəl	b aː d ə l	95	b aː d ə l	c254 v137 c143 v155 c548	1489	hind1269
284	Portuguese	cloud	nuvɐ̃j	n u v ɐ̃ j	100	n u v ɐ̃ j	c105 v027 c446 v120 c564	1489	port1283
285	Swedish	cloud	moːln	m oː l n	97	m oː l n	c239 v035 c548 c105	1489	swed1254
286	Dutch	cold	kɑut	k ɑu t	105	k ɑu t	c831 d023 c118	1287	dutc1256
287	Swedish	cold	kalː	k a lː	105	k a lː	c831 v130 c539	1287	swed1254
288	English	cold	kəʊld	k əʊ l d	105	k əu l d	c831 d029 c548 c143	1287	stan1293
289	German	cold	kalt	k a l t	105	k a l t	c831 v130 c548 c118	1287	stan1295
290	Spanish	cold	fri.o	f r i o	107	f r i o	c447 c151 v191 v042	1287	stan1288
291	Danish	cold	kʌlˀ	k ʌ lˀ	105	k ʌ lˀ	c831 v097 c550	1287	dani1285
292	Bulgarian	cold	studɛn	s t u d ɛ n	111	s t u d ɛ n	c087 c118 v027 c143 v229 c105	1287	bulg1262
293	Greek	cold	p͡sixros	p͡s i x r o s	109	ps i x r o s	c291 v191 c772 c151 v042 c087	1287	mode1248
294	Romanian	cold	reʧe	r e ʧ e	108	r e tʃ e	c151 v200 c645 v200	1287	roma1327
295	Russian	cold	xɐlodnɨj	x ɐ l o d n ɨ j	106	x ɐ l o d n ɨ j	c772 v119 c548 v042 c143 c105 v116 c564	1287	russ1263
296	Polish	cold	xwɔdnɨ	x w ɔ d n ɨ	106	x w ɔ d n ɨ	c772 c457 v067 c143 c105 v116	1287	poli1260
297	Norwegian	cold	kɑl	k ɑ l	-105	k ɑ l	c831 v089 c548	1287	norw1258
298	French	cold	fʁwa	f ʁ w a	107	f ʁ w a	c447 c733 c457 v130	1287	stan1290
299	Czech	cold	xladniː	x l a d n iː	106	x l a d n iː	c772 c548 v130 c143 c105 v183	1287	czec1258
300	Icelandic	cold	kʰaltʏr	kʰ a l t ʏ r	105	kʰ a l t ʏ r	c813 v130 c548 c118 v173 c151	1287	icel1247
301	Italian	cold	freddo	f r e dː o	107	f r e dː o	c447 c151 v200 c131 v042	1287	ital1282
302	Hindi	cold	ʈʰəɳɖaː	ʈʰ ə ɳ ɖ aː	104	ʈʰ ə ɳ ɖ aː	c719 v155 c705 c715 v137	1287	hind1269
303	Portuguese	cold	friw	f r i w	107	f r i w	c447 c151 v191 c457	1287	port1283
304	Romanian	cold	frig	f r i g	107	f r i g	c447 c151 v191 c824	1287	roma1327
305	Polish	cold	ʑimnɨ	ʑ i m n ɨ	110	ʑ i m n ɨ	c201 v191 c239 c105 v116	1287	poli1260
306	Czech	cold	stʊdɛniː	s t ʊ d ɛ n iː	111	s t ʊ d ɛ n iː	c087 c118 v056 c143 v229 c105 v183	1287	czec1258
307	Dutch	come	aːŋkoːmə	aː ŋ k oː m ə	115	aː ŋ k oː m ə	v137 c795 c831 v035 c239 v155	1446	dutc1256
308	Swedish	come	komːa	k o mː a	115	k o mː a	c831 v042 c242 v130	1446	swed1254
309	English	come	kʌm	k ʌ m	115	k ʌ m	c831 v097 c239	1446	stan1293
310	German	come	kɔmən	k ɔ m ə n	115	k ɔ m ə n	c831 v067 c239 v155 c105	1446	stan1295
311	Spanish	come	beniɾ	b e n i ɾ	115	b e n i ɾ	c254 v200 c105 v191 c064	1446	stan1288
312	Danish	come	kʌmə	k ʌ m ə	115	k ʌ m ə	c831 v097 c239 v155	1446	dani1285
313	Bulgarian	come	idvam	i d v a m	116	i d v a m	v191 c143 c446 v130 c239	1446	bulg1262
314	Greek	come	erxome	e r x o m e	117	e r x o m e	v200 c151 c772 v042 c239 v200	1446	mode1248
315	Armenian	come	gɑl	g ɑ l	113	g ɑ l	c824 v089 c548	1446	nucl1235
316	Romanian	come	veni	v e n i	115	v e n i	c446 v200 c105 v191	1446	roma1327
317	Russian	come	prʲɪjtʲi	p rʲ ɪ j tʲ i	116	p rʲ ɪ j tʲ i	c288 c162 v219 c564 c113 v191	1446	russ1263
318	Polish	come	pʃɨjɕʨ	p ʃ ɨ j ɕ ʨ	116	p ʃ ɨ j ɕ tɕ	c288 c677 v116 c564 c202 c198	1446	poli1260
319	Norwegian	come	kɔmə	k ɔ m ə	115	k ɔ m ə	c831 v067 c239 v155	1446	norw1258
320	French	come	vəniʁ	v ə n i ʁ	115	v ə n i ʁ	c446 v155 c105 v191 c733	1446	stan1290
321	Czech	come	prɪjiːt	p r ɪ j iː t	116	p r ɪ j iː t	c288 c151 v219 c564 v183 c118	1446	czec1258
322	Icelandic	come	kʰɔːma	kʰ ɔː m a	115	kʰ ɔː m a	c813 v065 c239 v130	1446	icel1247
323	Italian	come	venire	v e n i r e	115	v e n i r e	c446 v200 c105 v191 c151 v200	1446	ital1282
324	Hindi	come	aːnaː	aː n aː	112	aː n aː	v137 c105 v137	1446	hind1269
325	Portuguese	come	vir	v i r	115	v i r	c446 v191 c151	1446	port1283
326	Russian	come	prʲɪxɐdʲitʲ	p rʲ ɪ x ɐ dʲ i tʲ	114	p rʲ ɪ x ɐ dʲ i tʲ	c288 c162 v219 c772 v119 c127 v191 c113	1446	russ1263
327	Polish	come	pʃɨxɔʥiʨ	p ʃ ɨ x ɔ ʥ i ʨ	114	p ʃ ɨ x ɔ dʑ i tɕ	c288 c677 v116 c772 v067 c195 v191 c198	1446	poli1260
328	Dutch	die	stɛrvə	s t ɛ r v ə	118	s t ɛ r v ə	c087 c118 v229 c151 c446 v155	1494	dutc1256
329	Swedish	die	dø	d ø	119	d ø	c143 v171	1494	swed1254
330	English	die	daɪ	d aɪ	-119	d aɪ	c143 d032	1494	stan1293
331	German	die	ʃtɛrbən	ʃ t ɛ r b ə n	118	ʃ t ɛ r b ə n	c677 c118 v229 c151 c254 v155 c105	1494	stan1295
332	Spanish	die	moɾiɾ	m o ɾ i ɾ	121	m o ɾ i ɾ	c239 v042 c064 v191 c064	1494	stan1288
333	Danish	die	døˀ	d øˀ	119	d øˀ	c143 v243	1494	dani1285
334	Bulgarian	die	umrɤ	u m r ɤ	121	u m r ɤ	v027 c239 c151 v084	1494	bulg1262
335	Greek	die	peθeno	p e θ e n o	120	p e θ e n o	c288 v200 c413 v200 c105 v042	1494	mode1248
336	Armenian	die	mɛrnɛl	m ɛ r n ɛ l	121	m ɛ r n ɛ l	c239 v229 c151 c105 v229 c548	1494	nucl1235
337	Romanian	die	muri	m u r i	121	m u r i	c239 v027 c151 v191	1494	roma1327
338	Russian	die	umʲɪrʲetʲ	u mʲ ɪ rʲ e tʲ	121	u mʲ ɪ rʲ e tʲ	v027 c240 v219 c162 v200 c113	1494	russ1263
339	Polish	die	umʲɛraʨ	u mʲ ɛ r a ʨ	121	u mʲ ɛ r a tɕ	v027 c240 v229 c151 v130 c198	1494	poli1260
340	Norwegian	die	døː	d øː	119	d øː	c143 v169	1494	norw1258
341	French	die	muʁiʁ	m u ʁ i ʁ	121	m u ʁ i ʁ	c239 v027 c733 v191 c733	1494	stan1290
342	Czech	die	ʊmiːrat	ʊ m iː r a t	121	ʊ m iː r a t	v056 c239 v183 c151 v130 c118	1494	czec1258
343	Icelandic	die	teiːja	t e iː j a	119	t e iː j a	c118 v200 v183 c564 v130	1494	icel1247
344	Italian	die	morire	m o r i r e	121	m o r i r e	c239 v042 c151 v191 c151 v200	1494	ital1282
345	Hindi	die	mərnaː	m ə r n aː	121	m ə r n aː	c239 v155 c151 c105 v137	1494	hind1269
346	Portuguese	die	muʀer	m u ʀ e r	121	m u ʀ e r	c239 v027 c761 v200 c151	1494	port1283
347	Dutch	dog	hɔnt	h ɔ n t	123	h ɔ n t	c401 v067 c105 c118	2009	dutc1256
348	Swedish	dog	hunːd	h u nː d	123	h u nː d	c401 v027 c104 c143	2009	swed1254
349	English	dog	dɔɡ	d ɔ ɡ	129	d ɔ g	c143 v067 c824	2009	stan1293
350	German	dog	hʊnt	h ʊ n t	123	h ʊ n t	c401 v056 c105 c118	2009	stan1295
351	Spanish	dog	pero	p e r o	-122	p e r o	c288 v200 c151 v042	2009	stan1288
352	Danish	dog	hunˀ	h u nˀ	123	h u nˀ	c401 v027 c094	2009	dani1285
353	Bulgarian	dog	kuʧɛ	k u ʧ ɛ	125	k u tʃ ɛ	c831 v027 c645 v229	2009	bulg1262
354	Greek	dog	scilos	s c i l o s	127	s c i l o s	c087 c600 v191 c548 v042 c087	2009	mode1248
355	Armenian	dog	ʃun	ʃ u n	123	ʃ u n	c677 v027 c105	2009	nucl1235
356	Romanian	dog	kɨjne	k ɨ j n e	124	k ɨ j n e	c831 v116 c564 c105 v200	2009	roma1327
357	Russian	dog	sɐbakə	s ɐ b a k ə	126	s ɐ b a k ə	c087 v119 c254 v130 c831 v155	2009	russ1263
358	Polish	dog	pʲɛs	pʲ ɛ s	128	pʲ ɛ s	c270 v229 c087	2009	poli1260
359	Norwegian	dog	hʉn	h ʉ n	-123	h ʉ n	c401 v102 c105	2009	norw1258
360	French	dog	ʃjɛ̃	ʃ j ɛ̃	124	ʃ j ɛ̃	c677 c564 v231	2009	stan1290
361	Czech	dog	pɛs	p ɛ s	128	p ɛ s	c288 v229 c087	2009	czec1258
362	Icelandic	dog	hʏntʏr	h ʏ n t ʏ r	123	h ʏ n t ʏ r	c401 v173 c105 c118 v173 c151	2009	icel1247
363	Italian	dog	kane	k a n e	124	k a n e	c831 v130 c105 v200	2009	ital1282
364	Hindi	dog	kʊttaː	k ʊ tː aː	130	k ʊ tː aː	c831 v056 c128 v137	2009	hind1269
365	Portuguese	dog	kɐ̃uː	k ɐ̃ uː	124	k ɐ̃ uː	c831 v120 v019	2009	port1283
366	Russian	dog	pʲos	pʲ o s	128	pʲ o s	c270 v042 c087	2009	russ1263
367	Dutch	drink	drɪŋkə	d r ɪ ŋ k ə	133	d r ɪ ŋ k ə	c143 c151 v219 c795 c831 v155	1401	dutc1256
368	Swedish	drink	drikːa	d r i kː a	133	d r i kː a	c143 c151 v191 c825 v130	1401	swed1254
369	English	drink	drɪŋk	d r ɪ ŋ k	133	d r ɪ ŋ k	c143 c151 v219 c795 c831	1401	stan1293
370	German	drink	trɪŋkən	t r ɪ ŋ k ə n	133	t r ɪ ŋ k ə n	c118 c151 v219 c795 c831 v155 c105	1401	stan1295
371	Spanish	drink	beβeɾ	b e β e ɾ	132	b e β e ɾ	c254 v200 c225 v200 c064	1401	stan1288
372	Danish	drink	dʁɛgə	d ʁ ɛ g ə	133	d ʁ ɛ g ə	c143 c733 v229 c824 v155	1401	dani1285
373	Bulgarian	drink	pijə	p i j ə	132	p i j ə	c288 v191 c564 v155	1401	bulg1262
374	Greek	drink	pino	p i n o	132	p i n o	c288 v191 c105 v042	1401	mode1248
375	Armenian	drink	χəmɛl	χ ə m ɛ l	131	χ ə m ɛ l	c742 v155 c239 v229 c548	1401	nucl1235
376	Romanian	drink	be.a	b e a	132	b e a	c254 v200 v130	1401	roma1327
377	Russian	drink	pʲitʲ	pʲ i tʲ	132	pʲ i tʲ	c270 v191 c113	1401	russ1263
378	Polish	drink	piʨ	p i ʨ	132	p i tɕ	c288 v191 c198	1401	poli1260
379	Norwegian	drink	dɾikə	d ɾ i k ə	-133	d ɾ i k ə	c143 c064 v191 c831 v155	1401	norw1258
380	French	drink	bwɑʁ	b w ɑ ʁ	132	b w ɑ ʁ	c254 c457 v089 c733	1401	stan1290
381	Czech	drink	piːt	p iː t	132	p iː t	c288 v183 c118	1401	czec1258
382	Icelandic	drink	trɛʰka	t r ɛ ʰk a	133	t r ɛ ʰk a	c118 c151 v229 c837 v130	1401	icel1247
383	Italian	drink	bere	b e r e	132	b e r e	c254 v200 c151 v200	1401	ital1282
384	Hindi	drink	piːnaː	p iː n aː	132	p iː n aː	c288 v183 c105 v137	1401	hind1269
385	Portuguese	drink	bəber	b ə b e r	132	b ə b e r	c254 v155 c254 v200 c151	1401	port1283
386	Dutch	dry	droːx	d r oː x	134	d r oː x	c143 c151 v035 c772	1398	dutc1256
387	Swedish	dry	torː	t o rː	135	t o rː	c118 v042 c160	1398	swed1254
388	English	dry	draɪ	d r aɪ	134	d r aɪ	c143 c151 d032	1398	stan1293
389	German	dry	trɔkən	t r ɔ k ə n	134	t r ɔ k ə n	c118 c151 v067 c831 v155 c105	1398	stan1295
390	Spanish	dry	seko	s e k o	137	s e k o	c087 v200 c831 v042	1398	stan1288
391	Danish	dry	tɶˀʁ	t ɶˀ ʁ	135	t ɶˀ ʁ	c118 v248 c733	1398	dani1285
392	Bulgarian	dry	sux	s u x	138	s u x	c087 v027 c772	1398	bulg1262
393	Greek	dry	k͡seros	k͡s e r o s	139	ks e r o s	c844 v200 c151 v042 c087	1398	mode1248
394	Romanian	dry	sek	s e k	137	s e k	c087 v200 c831	1398	roma1327
395	Russian	dry	suxoj	s u x o j	138	s u x o j	c087 v027 c772 v042 c564	1398	russ1263
396	Polish	dry	suxɨ	s u x ɨ	138	s u x ɨ	c087 v027 c772 v116	1398	poli1260
397	Norwegian	dry	tœɾ	t œ ɾ	135	t œ ɾ	c118 v178 c064	1398	norw1258
398	French	dry	sɛk	s ɛ k	137	s ɛ k	c087 v229 c831	1398	stan1290
399	Czech	dry	sʊxiː	s ʊ x iː	138	s ʊ x iː	c087 v056 c772 v183	1398	czec1258
400	Icelandic	dry	θʏrː	θ ʏ rː	135	θ ʏ rː	c413 v173 c160	1398	icel1247
401	Italian	dry	sekko	s e kː o	137	s e kː o	c087 v200 c825 v042	1398	ital1282
402	Hindi	dry	suːkʰaː	s uː kʰ aː	138	s uː kʰ aː	c087 v019 c813 v137	1398	hind1269
403	Portuguese	dry	seku	s e k u	137	s e k u	c087 v200 c831 v027	1398	port1283
404	Romanian	dry	uskat	u s k a t	136	u s k a t	v027 c087 c831 v130 c118	1398	roma1327
405	Italian	dry	aʃʃutto	a ʃː u tː o	136	a ʃː u tː o	v130 c672 v027 c128 v042	1398	ital1282
406	Portuguese	dry	ẽʃutu	ẽ ʃ u t u	136	ẽ ʃ u t u	v201 c677 v027 c118 v027	1398	port1283
407	Dutch	ear	oːr	oː r	141	oː r	v035 c151	1247	dutc1256
408	Swedish	ear	øːra	øː r a	141	øː r a	v169 c151 v130	1247	swed1254
409	English	ear	ɪər	ɪ ə r	141	ɪ ə r	v219 v155 c151	1247	stan1293
410	German	ear	oːr	oː r	141	oː r	v035 c151	1247	stan1295
411	Spanish	ear	oɾexa	o ɾ e x a	141	o ɾ e x a	v042 c064 v200 c772 v130	1247	stan1288
412	Danish	ear	øːʌ	øː ʌ	141	øː ʌ	v169 v097	1247	dani1285
413	Bulgarian	ear	uxɔ	u x ɔ	141	u x ɔ	v027 c772 v067	1247	bulg1262
414	Greek	ear	afti	a f t i	141	a f t i	v130 c447 c118 v191	1247	mode1248
415	Armenian	ear	ɑkɑnʤ	ɑ k ɑ n ʤ	141	ɑ k ɑ n dʒ	v089 c831 v089 c105 c649	1247	nucl1235
416	Romanian	ear	ureke	u r e k e	141	u r e k e	v027 c151 v200 c831 v200	1247	roma1327
417	Russian	ear	uxə	u x ə	141	u x ə	v027 c772 v155	1247	russ1263
418	Polish	ear	uxɔ	u x ɔ	141	u x ɔ	v027 c772 v067	1247	poli1260
419	Norwegian	ear	øːɾə	øː ɾ ə	141	øː ɾ ə	v169 c064 v155	1247	norw1258
420	French	ear	ɔʁɛj	ɔ ʁ ɛ j	141	ɔ ʁ ɛ j	v067 c733 v229 c564	1247	stan1290
421	Czech	ear	ʊxo	ʊ x o	141	ʊ x o	v056 c772 v042	1247	czec1258
422	Icelandic	ear	eiːra	e iː r a	141	e iː r a	v200 v183 c151 v130	1247	icel1247
423	Italian	ear	ɔrekkjo	ɔ r e kː j o	141	ɔ r e kː j o	v067 c151 v200 c825 c564 v042	1247	ital1282
424	Hindi	ear	kaːn	k aː n	140	k aː n	c831 v137 c105	1247	hind1269
425	Portuguese	ear	oreʎɐ	o r e ʎ ɐ	141	o r e ʎ ɐ	v042 c151 v200 c582 v119	1247	port1283
426	Dutch	earth	aːrdə	aː r d ə	146	aː r d ə	v137 c151 c143 v155	1228	dutc1256
427	Swedish	earth	joːrd	j oː r d	146	j oː r d	c564 v035 c151 c143	1228	swed1254
428	English	earth	ɜːrθ	ɜː r θ	146	ɜː r θ	v150 c151 c413	1228	stan1293
429	German	earth	eːrdə	eː r d ə	146	eː r d ə	v202 c151 c143 v155	1228	stan1295
430	Spanish	earth	tjera	t j e r a	144	t j e r a	c118 c564 v200 c151 v130	1228	stan1288
431	Danish	earth	joˀʁ	j oˀ ʁ	146	j oˀ ʁ	c564 v048 c733	1228	dani1285
432	Bulgarian	earth	zɛmʲə	z ɛ mʲ ə	145	z ɛ mʲ ə	c078 v229 c240 v155	1228	bulg1262
433	Greek	earth	ʝi	ʝ i	142	ʝ i	c574 v191	1228	mode1248
434	Armenian	earth	hoʁ	h o ʁ	146	h o ʁ	c401 v042 c733	1228	nucl1235
435	Romanian	earth	pəmɨnt	p ə m ɨ n t	147	p ə m ɨ n t	c288 v155 c239 v116 c105 c118	1228	roma1327
436	Russian	earth	zʲɪmlʲa	zʲ ɪ m lʲ a	145	zʲ ɪ m lʲ a	c082 v219 c239 c540 v130	1228	russ1263
437	Polish	earth	ʑɛmʲa	ʑ ɛ mʲ a	145	ʑ ɛ mʲ a	c201 v229 c240 v130	1228	poli1260
438	Norwegian	earth	juːɾ	j uː ɾ	-146	j uː ɾ	c564 v019 c064	1228	norw1258
439	French	earth	tɛʁ	t ɛ ʁ	144	t ɛ ʁ	c118 v229 c733	1228	stan1290
440	Czech	earth	zɛmʲɛ	z ɛ mʲ ɛ	145	z ɛ mʲ ɛ	c078 v229 c240 v229	1228	czec1258
441	Icelandic	earth	jœrð	j œ r ð	146	j œ r ð	c564 v178 c151 c415	1228	icel1247
442	Italian	earth	tɛrra	t ɛ rː a	144	t ɛ rː a	c118 v229 c160 v130	1228	ital1282
443	Hindi	earth	dʱərtiː	d̤ ə r t iː	143	d̤ ə r t iː	c117 v155 c151 c118 v183	1228	hind1269
444	Portuguese	earth	tɛʀɐ	t ɛ ʀ ɐ	144	t ɛ ʀ ɐ	c118 v229 c761 v119	1228	port1283
445	Dutch	eat	eːtə	eː t ə	150	eː t ə	v202 c118 v155	1336	dutc1256
446	Swedish	eat	ɛːta	ɛː t a	150	ɛː t a	v225 c118 v130	1336	swed1254
447	English	eat	iːt	iː t	150	iː t	v183 c118	1336	stan1293
448	German	eat	ɛsən	ɛ s ə n	150	ɛ s ə n	v229 c087 v155 c105	1336	stan1295
449	Spanish	eat	komeɾ	k o m e ɾ	150	k o m e ɾ	c831 v042 c239 v200 c064	1336	stan1288
450	Danish	eat	sbiːsə	s b iː s ə	-149	s b iː s ə	c087 c254 v183 c087 v155	1336	dani1285
451	Bulgarian	eat	jam	j a m	150	j a m	c564 v130 c239	1336	bulg1262
452	Greek	eat	troɣo	t r o ɣ o	153	t r o ɣ o	c118 c151 v042 c774 v042	1336	mode1248
453	Armenian	eat	utɛl	u t ɛ l	150	u t ɛ l	v027 c118 v229 c548	1336	nucl1235
454	Romanian	eat	mɨnka	m ɨ n k a	148	m ɨ n k a	c239 v116 c105 c831 v130	1336	roma1327
455	Russian	eat	jesʲtʲ	j e sʲ tʲ	150	j e sʲ tʲ	c564 v200 c088 c113	1336	russ1263
456	Polish	eat	jɛɕʨ	j ɛ ɕ ʨ	150	j ɛ ɕ tɕ	c564 v229 c202 c198	1336	poli1260
457	Norwegian	eat	spiːsə	s p iː s ə	-149	s p iː s ə	c087 c288 v183 c087 v155	1336	norw1258
458	French	eat	mɑ̃ʒe	m ɑ̃ ʒ e	148	m ɑ̃ ʒ e	c239 v088 c679 v200	1336	stan1290
459	Czech	eat	jiːst	j iː s t	150	j iː s t	c564 v183 c087 c118	1336	czec1258
460	Icelandic	eat	pɔrða	p ɔ r ð a	152	p ɔ r ð a	c288 v067 c151 c415 v130	1336	icel1247
461	Italian	eat	manʤare	m a n ʤ a r e	148	m a n dʒ a r e	c239 v130 c105 c649 v130 c151 v200	1336	ital1282
462	Hindi	eat	kʰaːnaː	kʰ aː n aː	151	kʰ aː n aː	c813 v137 c105 v137	1336	hind1269
463	Portuguese	eat	kumer	k u m e r	150	k u m e r	c831 v027 c239 v200 c151	1336	port1283
464	Dutch	egg	ɛɪ	ɛɪ	154	ɛi	d059	744	dutc1256
465	Swedish	egg	egː	e gː	154	e gː	v200 c819	744	swed1254
466	English	egg	ɛɡ	ɛ ɡ	154	ɛ g	v229 c824	744	stan1293
467	German	egg	ai	ai	154	ai	d030	744	stan1295
468	Spanish	egg	weβo	w e β o	154	w e β o	c457 v200 c225 v042	744	stan1288
469	Danish	egg	ɛˀg	ɛˀ g	154	ɛˀ g	v228 c824	744	dani1285
470	Bulgarian	egg	jəiʦɛ	j əi ʦ ɛ	154	j əi ts ɛ	c564 d035 c015 v229	744	bulg1262
471	Greek	egg	avɣo	a v ɣ o	154	a v ɣ o	v130 c446 c774 v042	744	mode1248
472	Armenian	egg	ʣu	ʣ u	155	dz u	c020 v027	744	nucl1235
473	Romanian	egg	ow	o w	154	o w	v042 c457	744	roma1327
474	Russian	egg	jɪjʦo	j ɪ j ʦ o	154	j ɪ j ts o	c564 v219 c564 c015 v042	744	russ1263
475	Polish	egg	jajkɔ	j a j k ɔ	154	j a j k ɔ	c564 v130 c564 c831 v067	744	poli1260
476	Norwegian	egg	eg	e g	154	e g	v200 c824	744	norw1258
477	French	egg	œf	œ f	154	œ f	v178 c447	744	stan1290
478	Czech	egg	vɛjʦɛ	v ɛ j ʦ ɛ	154	v ɛ j ts ɛ	c446 v229 c564 c015 v229	744	czec1258
479	Icelandic	egg	ɛkː	ɛ kː	154	ɛ kː	v229 c825	744	icel1247
