ID	DOCULECT	CONCEPT	COUNTERPART	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1035	Navajo	snake	tƚ'iish	tˡˀiːʃ	tˡˀ iː ʃ	659	tˡˀ iː ʃ	c120 v183 c677	730	nava1243
1036	Turkish	snake	yılan	jɯlan	j ɯ l a n	658	j ɯ l a n	c564 v081 c548 v130 c105	730	nucl1301
1037	Albanian	snow	borë	bor	b o r	989	b o r	c254 v042 c151	784	gheg1238
1038	English	snow	snow	sno	s n o	987	s n o	c087 c105 v042	784	stan1293
1039	French	snow	neige	nɛʒ	n ɛ ʒ	987	n ɛ ʒ	c105 v229 c679	784	stan1290
1040	German	snow	Schnee	ʃneː	ʃ n eː	987	ʃ n eː	c677 c105 v202	784	stan1295
1041	Hawaiian	snow	hau kea	hau	h a u	991	h a u	c401 v130 v027	784	hawa1245
1042	Navajo	snow	zas	zas	z a s	990	z a s	c078 v130 c087	784	nava1243
1043	Turkish	snow	kar	kar	k a r	988	k a r	c831 v130 c151	784	nucl1301
1044	Albanian	some	disa	disa	d i s a	361	d i s a	c143 v191 c087 v130	1241	gheg1238
1045	English	some	some	səm	s ə m	359	s ə m	c087 v155 c239	1241	stan1293
1046	French	some	quelques	kɛlkə	k ɛ l k ə	358	k ɛ l k ə	c831 v229 c548 c831 v155	1241	stan1290
1047	German	some	einige	ainig	ai n i g	357	ai n i g	d030 c105 v191 c824	1241	stan1295
1048	Hawaiian	some	kekahi	kekahi	k e k a h i	364	k e k a h i	c831 v200 c831 v130 c401 v191	1241	hawa1245
1049	Navajo	some	ƚa'	ɬaʔ	ɬ a ʔ	362	ɬ a ʔ	c534 v130 c405	1241	nava1243
1050	Turkish	some	bazı	bazɯ	b a z ɯ	-360	b a z ɯ	c254 v130 c078 v081	1241	nucl1301
1051	Albanian	spit	pështyn	pəʃty	p ə ʃ t y	769	p ə ʃ t y	c288 v155 c677 c118 v166	1440	gheg1238
1052	English	spit	spits	spɪt	s p ɪ t	767	s p ɪ t	c087 c288 v219 c118	1440	stan1293
1053	French	spit	crache	kraʃe	k r a ʃ e	-766	k r a ʃ e	c831 c151 v130 c677 v200	1440	stan1290
1054	German	spit	spuckt	ʃpuk	ʃ p u k	-765	ʃ p u k	c677 c288 v027 c831	1440	stan1295
1055	Hawaiian	spit	kuha	kuha	k u h a	771	k u h a	c831 v027 c401 v130	1440	hawa1245
1056	Navajo	spit	dishsheeh	diʒeːh	d i ʒ eː h	770	d i ʒ eː h	c143 v191 c679 v202 c401	1440	nava1243
1057	Turkish	spit	tükürüyor	tykyr	t y k y r	768	t y k y r	c118 v166 c831 v166 c151	1440	nucl1301
1058	Albanian	split	çan	ʧa	ʧ a	152	tʃ a	c645 v130	1437	gheg1238
1059	English	split	splits	splɪit	s p l ɪ t	-149	s p l ɪ t	c087 c288 c548 v219 c118	1437	stan1293
1060	French	split	fend	fɑ̃d	f ɑ̃ d	150	f ɑ̃ d	c447 v088 c143	1437	stan1290
1061	German	split	spaltet	ʃpalt	ʃ p a l t	149	ʃ p a l t	c677 c288 v130 c548 c118	1437	stan1295
1062	Hawaiian	split	wāhi	waːhi	w aː h i	154	w aː h i	c457 v137 c401 v191	1437	hawa1245
1063	Navajo	split	'aƚtániishgéésh	ʔaɬtayniːgeːʃ	ʔ a ɬ t ai n iː g eː ʃ	153	ʔ a ɬ t ai n iː g eː ʃ	c405 v130 c534 c118 d030 c105 v183 c824 v202 c677	1437	nava1243
1064	Turkish	split	yarıyor	jar	j a r	151	j a r	c564 v130 c151	1437	nucl1301
1065	Albanian	squeeze	shtrydh	ʃtryð	ʃ t r y ð	551	ʃ t r y ð	c677 c118 c151 v166 c415	1414	gheg1238
1066	English	squeeze	squeezes	skwiz	s k w i z	549	s k w i z	c087 c831 c457 v191 c078	1414	stan1293
1067	French	squeeze	presse	prɛse	p r ɛ s e	548	p r ɛ s e	c288 c151 v229 c087 v200	1414	stan1290
1068	German	squeeze	drückt	dryk	d r y k	547	d r y k	c143 c151 v166 c831	1414	stan1295
1069	Hawaiian	squeeze	`uwī	ʔuwiː	ʔ u w iː	553	ʔ u w iː	c405 v027 c457 v183	1414	hawa1245
1070	Navajo	squeeze	yiishnih	jiːnih	j iː n i h	552	j iː n i h	c564 v183 c105 v191 c401	1414	nava1243
1071	Turkish	squeeze	sıkıyor	sɯk	s ɯ k	550	s ɯ k	c087 v081 c831	1414	nucl1301
1072	Albanian	stab	ther	θer	θ e r	621	θ e r	c413 v200 c151	1434	gheg1238
1073	English	stab	stabs	stab	s t a b	619	s t a b	c087 c118 v130 c254	1434	stan1293
1074	French	stab	poignarde	pwaɲarde	p w a ɲ a r d e	618	p w a ɲ a r d e	c288 c457 v130 c589 v130 c151 c143 v200	1434	stan1290
1075	German	stab	sticht	ʃtex	ʃ t e x	617	ʃ t e x	c677 c118 v200 c772	1434	stan1295
1076	Hawaiian	stab	hou	hou	h o u	624	h o u	c401 v042 v027	1434	hawa1245
1077	Navajo	stab	bighá'níshgééd	biɣayʔniɬgeːd	b i ɣ ai ʔ n i ɬ g eː d	622	b i ɣ ai ʔ n i ɬ g eː d	c254 v191 c774 d030 c405 c105 v191 c534 c824 v202 c143	1434	nava1243
1078	Turkish	stab	hançerliyor	hanʧerle	h a n ʧ e r l e	-620	h a n tʃ e r l e	c401 v130 c105 c645 v200 c151 c548 v200	1434	nucl1301
1079	Albanian	stand	(rri) më këmbë	kəmb	k ə m b	1044	k ə m b	c831 v155 c239 c254	1442	gheg1238
1080	English	stand	stands	stand	s t a n d	1041	s t a n d	c087 c118 v130 c105 c143	1442	stan1293
1081	French	stand	(est) debout	dəbu	d ə b u	-1042	d ə b u	c143 v155 c254 v027	1442	stan1290
1082	German	stand	steht	ʃteː	ʃ t eː	1041	ʃ t eː	c677 c118 v202	1442	stan1295
1083	Hawaiian	stand	kū	kuː	k uː	1046	k uː	c831 v019	1442	hawa1245
1084	Navajo	stand	sizį́	sizĩ́	s i z ĩ́	1045	s i z ĩ	c087 v191 c078 v193	1442	nava1243
1085	Turkish	stand	duruyor	dur	d u r	1043	d u r	c143 v027 c151	1442	nucl1301
1086	Albanian	star	yll	ył	y ł	1057	y lˠ	v166 c543	1430	gheg1238
1087	English	star	star	stɑr	s t ɑ r	1055	s t ɑ r	c087 c118 v089 c151	1430	stan1293
1088	French	star	étoile	etwal	e t w a l	1055	e t w a l	v200 c118 c457 v130 c548	1430	stan1290
1089	German	star	Stern	ʃtern	ʃ t e r n	1055	ʃ t e r n	c677 c118 v200 c151 c105	1430	stan1295
1090	Hawaiian	star	hōkū	hoːkuː	h oː k uː	1059	h oː k uː	c401 v035 c831 v019	1430	hawa1245
1091	Navajo	star	sǫ'	sõʔ	s õ ʔ	1058	s õ ʔ	c087 v038 c405	1430	nava1243
1092	Turkish	star	yıldız	jɯldɯz	j ɯ l d ɯ z	1056	j ɯ l d ɯ z	c564 v081 c548 c143 v081 c078	1430	nucl1301
1093	Albanian	stick	shkop	ʃkop	ʃ k o p	929	ʃ k o p	c677 c831 v042 c288	1295	gheg1238
1094	English	stick	stick	stɪk	s t ɪ k	927	s t ɪ k	c087 c118 v219 c831	1295	stan1293
1095	French	stick	bâton	batɔ̃	b a t ɔ̃	-926	b a t ɔ̃	c254 v130 c118 v066	1295	stan1290
1096	German	stick	Stock	ʃtok	ʃ t o k	925	ʃ t o k	c677 c118 v042 c831	1295	stan1295
1097	Hawaiian	stick	lā`au	laːʔau	l aː ʔ a u	932	l aː ʔ a u	c548 v137 c405 v130 v027	1295	hawa1245
1098	Navajo	stick	tsin	ʦin	ʦ i n	930	ts i n	c015 v191 c105	1295	nava1243
1099	Turkish	stick	değnek	deɣnek	d e ɣ n e k	928	d e ɣ n e k	c143 v200 c774 c105 v200 c831	1295	nucl1301
1100	Albanian	stone	gur	gur	g u r	581	g u r	c824 v027 c151	857	gheg1238
1101	English	stone	stone	ston	s t o n	578	s t o n	c087 c118 v042 c105	857	stan1293
1102	French	stone	pierre	pjɛr	p j ɛ r	-579	p j ɛ r	c288 c564 v229 c151	857	stan1290
1103	German	stone	Stein	ʃtain	ʃ t ai n	578	ʃ t ai n	c677 c118 d030 c105	857	stan1295
1104	Hawaiian	stone	pōhaku	poːhaku	p oː h a k u	584	p oː h a k u	c288 v035 c401 v130 c831 v027	857	hawa1245
1105	Navajo	stone	tsé	ʦe	ʦ e	582	ts e	c015 v200	857	nava1243
1106	Turkish	stone	taş	taʃ	t a ʃ	580	t a ʃ	c118 v130 c677	857	nucl1301
1107	Albanian	straight	drejtë	drejt	d r e j t	-871	d r e j t	c143 c151 v200 c564 c118	1404	gheg1238
1108	English	straight	straight	stret	s t r e t	872	s t r e t	c087 c118 c151 v200 c118	1404	stan1293
1109	French	straight	droit	drwat	d r w a t	871	d r w a t	c143 c151 c457 v130 c118	1404	stan1290
1110	German	straight	gerade	gəraːdə	g ə r aː d ə	870	g ə r aː d ə	c824 v155 c151 v137 c143 v155	1404	stan1295
1111	Hawaiian	straight	pololei	pololei	p o l o l e i	875	p o l o l e i	c288 v042 c548 v042 c548 v200 v191	1404	hawa1245
1112	Navajo	straight	k'éhózdon	kˀehozdon	kˀ e h o z d o n	874	kˀ e h o z d o n	c841 v200 c401 v042 c078 c143 v042 c105	1404	nava1243
1113	Turkish	straight	doğru	doɣru	d o ɣ r u	873	d o ɣ r u	c143 v042 c774 c151 v027	1404	nucl1301
1114	Albanian	suck	thith	θiθ	θ i θ	1132	θ i θ	c413 v191 c413	1421	gheg1238
1115	English	suck	sucks	sək	s ə k	1130	s ə k	c087 v155 c831	1421	stan1293
1116	French	suck	suce	syse	s y s e	1130	s y s e	c087 v166 c087 v200	1421	stan1290
1117	German	suck	saugt	zaug	z au g	1130	z au g	c078 d026 c824	1421	stan1295
1118	Hawaiian	suck	omo	omo	o m o	1134	o m o	v042 c239 v042	1421	hawa1245
1119	Navajo	suck	yisht'o'	jiɬtˀoʔ	j i ɬ tˀ o ʔ	1133	j i ɬ tˀ o ʔ	c564 v191 c534 c840 v042 c405	1421	nava1243
1120	Turkish	suck	emiyor	em	e m	1131	e m	v200 c239	1421	nucl1301
1121	Albanian	sun	diell	dieł	d i e ł	435	d i e lˠ	c143 v191 v200 c543	1343	gheg1238
1122	English	sun	sun	sən	s ə n	433	s ə n	c087 v155 c105	1343	stan1293
1123	French	sun	soleil	sɔlɛj	s ɔ l ɛ j	433	s ɔ l ɛ j	c087 v067 c548 v229 c564	1343	stan1290
1124	German	sun	Sonne	zonə	z o n ə	433	z o n ə	c078 v042 c105 v155	1343	stan1295
1125	Hawaiian	sun	lā	laː	l aː	437	l aː	c548 v137	1343	hawa1245
1126	Navajo	sun	shá	ʃay	ʃ ai	436	ʃ ai	c677 d030	1343	nava1243
1127	Turkish	sun	güneş	gyneʃ	g y n e ʃ	434	g y n e ʃ	c824 v166 c105 v200 c677	1343	nucl1301
1128	Albanian	swell	ënj	əɲ	ə ɲ	1074	ə ɲ	v155 c589	1573	gheg1238
1129	English	swell	swells	swɛl	s w ɛ l	1071	s w ɛ l	c087 c457 v229 c548	1573	stan1293
1130	French	swell	enfle	ɑ̃fle	ɑ̃ f l e	1072	ɑ̃ f l e	v088 c447 c548 v200	1573	stan1290
1131	German	swell	schwillt	ʃvel	ʃ v e l	1071	ʃ v e l	c677 c446 v200 c548	1573	stan1295
1132	Hawaiian	swell	ho`opehu	hoʔopehu	h o ʔ o p e h u	1077	h o ʔ o p e h u	c401 v042 c405 v042 c288 v200 c401 v027	1573	hawa1245
1133	Navajo	swell	niishchaad	niːʧaːd	n iː ʧ aː d	1075	n iː tʃ aː d	c105 v183 c645 v137 c143	1573	nava1243
1134	Turkish	swell	şişiyor	ʃiʃ	ʃ i ʃ	1073	ʃ i ʃ	c677 v191 c677	1573	nucl1301
1135	Albanian	swim	noton	noto	n o t o	158	n o t o	c105 v042 c118 v042	1439	gheg1238
1136	English	swim	swims	swɪm	s w ɪ m	155	s w ɪ m	c087 c457 v219 c239	1439	stan1293
1137	French	swim	nage	naʒe	n a ʒ e	156	n a ʒ e	c105 v130 c679 v200	1439	stan1290
1138	German	swim	schwimmt	ʃvim	ʃ v i m	155	ʃ v i m	c677 c446 v191 c239	1439	stan1295
1139	Hawaiian	swim	`au	ʔau	ʔ a u	160	ʔ a u	c405 v130 v027	1439	hawa1245
1140	Navajo	swim	'ashkǫ́ǫ́h	ʔaɬkõːh	ʔ a ɬ k õː h	159	ʔ a ɬ k õː h	c405 v130 c534 c831 v028 c401	1439	nava1243
1141	Turkish	swim	yüzüyor	jyz	j y z	157	j y z	c564 v166 c078	1439	nucl1301
1142	Albanian	tail	bisht	biʃt	b i ʃ t	126	b i ʃ t	c254 v191 c677 c118	1220	gheg1238
1143	English	tail	tail	tel	t e l	124	t e l	c118 v200 c548	1220	stan1293
1144	French	tail	queue	kø	k ø	123	k ø	c831 v171	1220	stan1290
1145	German	tail	Schwanz	ʃvanʦ	ʃ v a n ʦ	122	ʃ v a n ts	c677 c446 v130 c105 c015	1220	stan1295
1146	Hawaiian	tail	huelo	huelo	h u e l o	128	h u e l o	c401 v027 v200 c548 v042	1220	hawa1245
1147	Navajo	tail	'atsee'	ʦeːʔ	ʦ eː ʔ	127	ts eː ʔ	c015 v202 c405	1220	nava1243
1148	Turkish	tail	kuyruk	kujruk	k u j r u k	125	k u j r u k	c831 v027 c564 c151 v027 c831	1220	nucl1301
1149	Albanian	that	ai	ai	a i	775	a i	v130 v191	78	gheg1238
1150	English	that	that	ðat	ð a t	772	ð a t	c415 v130 c118	78	stan1293
1151	French	that	cela	səla	s ə l a	773	s ə l a	c087 v155 c548 v130	78	stan1290
1152	German	that	das	das	d a s	772	d a s	c143 v130 c087	78	stan1295
1153	Hawaiian	that	kēlā	keːlaː	k eː l aː	778	k eː l aː	c831 v202 c548 v137	78	hawa1245
1154	Navajo	that	'éi	ʔeiː	ʔ e iː	776	ʔ e iː	c405 v200 v183	78	nava1243
1155	Turkish	that	o	on	o n	774	o n	v042 c105	78	nucl1301
1156	Albanian	there	aty	aty	a t y	720	a t y	v130 c118 v166	1937	gheg1238
1157	English	there	there	ðɛr	ð ɛ r	717	ð ɛ r	c415 v229 c151	1937	stan1293
1158	French	there	là	la	l a	718	l a	c548 v130	1937	stan1290
1159	German	there	da	daː	d aː	717	d aː	c143 v137	1937	stan1295
1160	Hawaiian	there	laila	laila	l a i l a	723	l a i l a	c548 v130 v191 c548 v130	1937	hawa1245
1161	Navajo	there	'áadi	ʔaːdi	ʔ aː d i	721	ʔ aː d i	c405 v137 c143 v191	1937	nava1243
1162	Turkish	there	orada	ora	o r a	719	o r a	v042 c151 v130	1937	nucl1301
1163	Albanian	they	ata	ata	a t a	216	a t a	v130 c118 v130	817	gheg1238
1164	English	they	they	ðe	ð e	-214	ð e	c415 v200	817	stan1293
1165	French	they	ils	il	i l	213	i l	v191 c548	817	stan1290
1166	German	they	sie	ziː	z iː	212	z iː	c078 v183	817	stan1295
1167	Hawaiian	they	lākou	laːkou	l aː k o u	219	l aː k o u	c548 v137 c831 v042 v027	817	hawa1245
1168	Navajo	they	daabí	bi	b i	217	b i	c254 v191	817	nava1243
1169	Turkish	they	onlar	on	o n	215	o n	v042 c105	817	nucl1301
1170	Albanian	thick	trashë	traʃ	t r a ʃ	690	t r a ʃ	c118 c151 v130 c677	1244	gheg1238
1171	English	thick	thick	θɪk	θ ɪ k	687	θ ɪ k	c413 v219 c831	1244	stan1293
1172	French	thick	épais	epɛs	e p ɛ s	688	e p ɛ s	v200 c288 v229 c087	1244	stan1290
1173	German	thick	dick	dik	d i k	687	d i k	c143 v191 c831	1244	stan1295
1174	Hawaiian	thick	mānoa	maːnoa	m aː n o a	693	m aː n o a	c239 v137 c105 v042 v130	1244	hawa1245
1175	Navajo	thick	ditą́	ditã́	d i t ã́	691	d i t ã	c143 v191 c118 v147	1244	nava1243
1176	Turkish	thick	kalın	kalɯn	k a l ɯ n	689	k a l ɯ n	c831 v130 c548 v081 c105	1244	nucl1301
1177	Albanian	thin	hollë	hoł	h o ł	495	h o lˠ	c401 v042 c543	2308	gheg1238
1178	English	thin	thin	θɪn	θ ɪ n	492	θ ɪ n	c413 v219 c105	2308	stan1293
1179	French	thin	mince	mɛ̃s	m ɛ̃ s	493	m ɛ̃ s	c239 v231 c087	2308	stan1290
1180	German	thin	dünn	dyn	d y n	492	d y n	c143 v166 c105	2308	stan1295
1181	Hawaiian	thin	wīwī	wiːwiː	w iː w iː	497	w iː w iː	c457 v183 c457 v183	2308	hawa1245
1182	Navajo	thin	'áƚt'ą́'í	ʔayɬtˀã́ʔi	ʔ ai ɬ tˀ ã́ ʔ i	496	ʔ ai ɬ tˀ ã ʔ i	c405 d030 c534 c840 v147 c405 v191	2308	nava1243
1183	Turkish	thin	ince	inʤe	i n ʤ e	494	i n dʒ e	v191 c105 c649 v200	2308	nucl1301
1184	Albanian	think	mendon	mendo	m e n d o	-639	m e n d o	c239 v200 c105 c143 v042	1415	gheg1238
1185	English	think	thinks	θɪŋk	θ ɪ ŋ k	636	θ ɪ ŋ k	c413 v219 c795 c831	1415	stan1293
1186	French	think	pense	pɑ̃se	p ɑ̃ s e	-637	p ɑ̃ s e	c288 v088 c087 v200	1415	stan1290
1187	German	think	denkt	deŋk	d e ŋ k	636	d e ŋ k	c143 v200 c795 c831	1415	stan1295
1188	Hawaiian	think	mana`o	manaʔo	m a n a ʔ o	642	m a n a ʔ o	c239 v130 c105 v130 c405 v042	1415	hawa1245
1189	Navajo	think	nízin	nizin	n i z i n	640	n i z i n	c105 v191 c078 v191 c105	1415	nava1243
1190	Turkish	think	düşünüyor	dyʃyn	d y ʃ y n	638	d y ʃ y n	c143 v166 c677 v166 c105	1415	nucl1301
1191	Albanian	this	ky	k	k	866	k	c831	1214	gheg1238
1192	English	this	this	ðɪs	ð ɪ s	863	ð ɪ s	c415 v219 c087	1214	stan1293
1193	French	this	ceci	səsi	s ə s i	864	s ə s i	c087 v155 c087 v191	1214	stan1290
1194	German	this	dieses	diːz	d iː z	863	d iː z	c143 v183 c078	1214	stan1295
1195	Hawaiian	this	kēia	keːia	k eː i a	869	k eː i a	c831 v202 v191 v130	1214	hawa1245
1196	Navajo	this	díí	diː	d iː	867	d iː	c143 v183	1214	nava1243
1197	Turkish	this	bu	bun	b u n	865	b u n	c254 v027 c105	1214	nucl1301
1198	Albanian	thou	ti	t	t	585	t	c118	1215	gheg1238
1199	English	thou	you	ju	j u	586	j u	c564 v027	1215	stan1293
1200	French	thou	tu	ty	t y	585	t y	c118 v166	1215	stan1290
1201	German	thou	du	duː	d uː	585	d uː	c143 v019	1215	stan1295
1202	Hawaiian	thou	`oe	ʔoe	ʔ o e	589	ʔ o e	c405 v042 v200	1215	hawa1245
1203	Navajo	thou	ni	ni	n i	588	n i	c105 v191	1215	nava1243
1204	Turkish	thou	sen	sen	s e n	587	s e n	c087 v200 c105	1215	nucl1301
1205	Albanian	three	tre	tre	t r e	724	t r e	c118 c151 v200	492	gheg1238
1206	English	three	three	θri	θ r i	724	θ r i	c413 c151 v191	492	stan1293
1207	French	three	trois	trwa	t r w a	724	t r w a	c118 c151 c457 v130	492	stan1290
1208	German	three	drei	drai	d r ai	724	d r ai	c143 c151 d030	492	stan1295
1209	Hawaiian	three	kolu	kolu	k o l u	727	k o l u	c831 v042 c548 v027	492	hawa1245
1210	Navajo	three	táá'	taːʔ	t aː ʔ	726	t aː ʔ	c118 v137 c405	492	nava1243
1211	Turkish	three	üç	yʧ	y ʧ	725	y tʃ	v166 c645	492	nucl1301
1212	Albanian	throw	hedh	heð	h e ð	568	h e ð	c401 v200 c415	1456	gheg1238
1213	English	throw	throws	θro	θ r o	566	θ r o	c413 c151 v042	1456	stan1293
1214	French	throw	lance	lɑ̃se	l ɑ̃ s e	-565	l ɑ̃ s e	c548 v088 c087 v200	1456	stan1290
1215	German	throw	wirft	verf	v e r f	564	v e r f	c446 v200 c151 c447	1456	stan1295
1216	Hawaiian	throw	nou	nou	n o u	571	n o u	c105 v042 v027	1456	hawa1245
1217	Navajo	throw	hishhan	hiɬhan	h i ɬ h a n	569	h i ɬ h a n	c401 v191 c534 c401 v130 c105	1456	nava1243
1218	Turkish	throw	atıyor	at	a t	567	a t	v130 c118	1456	nucl1301
1219	Albanian	tie	lidh	lið	l i ð	1025	l i ð	c548 v191 c415	1917	gheg1238
1220	English	tie	ties	tai	t ai	1023	t ai	c118 d030	1917	stan1293
1221	French	tie	attache	ataʃe	a t a ʃ e	-1022	a t a ʃ e	v130 c118 v130 c677 v200	1917	stan1290
1222	German	tie	bindet	bind	b i n d	1021	b i n d	c254 v191 c105 c143	1917	stan1295
1223	Hawaiian	tie	hīki`i	hiːkiʔi	h iː k i ʔ i	1027	h iː k i ʔ i	c401 v183 c831 v191 c405 v191	1917	hawa1245
1224	Navajo	tie	be'eshtƚ'ó	beʔetˡˀo	b e ʔ e tˡˀ o	1026	b e ʔ e tˡˀ o	c254 v200 c405 v200 c120 v042	1917	nava1243
1225	Turkish	tie	bağlıyor	baɣla	b a ɣ l a	1024	b a ɣ l a	c254 v130 c774 c548 v130	1917	nucl1301
1226	Albanian	tongue	gjuhë	ɟuh	ɟ u h	627	ɟ u h	c603 v027 c401	1205	gheg1238
1227	English	tongue	tongue	təŋ	t ə ŋ	625	t ə ŋ	c118 v155 c795	1205	stan1293
1228	French	tongue	langue	lɑ̃g	l ɑ̃ g	625	l ɑ̃ g	c548 v088 c824	1205	stan1290
1229	German	tongue	Zunge	ʦuŋə	ʦ u ŋ ə	625	ts u ŋ ə	c015 v027 c795 v155	1205	stan1295
1230	Hawaiian	tongue	alelo	alelo	a l e l o	629	a l e l o	v130 c548 v200 c548 v042	1205	hawa1245
1231	Navajo	tongue	'atsoo'	ʦoːʔ	ʦ oː ʔ	628	ts oː ʔ	c015 v035 c405	1205	nava1243
1232	Turkish	tongue	dil	dil	d i l	626	d i l	c143 v191 c548	1205	nucl1301
1233	Albanian	tooth	dhëmb	ðəmb	ð ə m b	1188	ð ə m b	c415 v155 c239 c254	1380	gheg1238
1234	English	tooth	tooth	tuθ	t u θ	1186	t u θ	c118 v027 c413	1380	stan1293
1235	French	tooth	dent	dɑ̃	d ɑ̃	1186	d ɑ̃	c143 v088	1380	stan1290
1236	German	tooth	Zahn	ʦaːn	ʦ aː n	1186	ts aː n	c015 v137 c105	1380	stan1295
1237	Hawaiian	tooth	niho	niho	n i h o	1190	n i h o	c105 v191 c401 v042	1380	hawa1245
1238	Navajo	tooth	'awoo'	ɣoːʔ	ɣ oː ʔ	1189	ɣ oː ʔ	c774 v035 c405	1380	nava1243
1239	Turkish	tooth	diş	diʃ	d i ʃ	1187	d i ʃ	c143 v191 c677	1380	nucl1301
1240	Albanian	tree	dru	drur	d r u r	349	d r u r	c143 c151 v027 c151	906	gheg1238
1241	English	tree	tree	tri	t r i	349	t r i	c118 c151 v191	906	stan1293
1242	French	tree	arbre	arbr	a r b r	348	a r b r	v130 c151 c254 c151	906	stan1290
1243	German	tree	Baum	baum	b au m	347	b au m	c254 d026 c239	906	stan1295
1244	Hawaiian	tree	lā`au	laːʔau	l aː ʔ a u	352	l aː ʔ a u	c548 v137 c405 v130 v027	906	hawa1245
1245	Navajo	tree	tsin	ʦin	ʦ i n	351	ts i n	c015 v191 c105	906	nava1243
1246	Turkish	tree	ağaç	aɣaʤ	a ɣ a ʤ	350	a ɣ a dʒ	v130 c774 v130 c649	906	nucl1301
1247	Albanian	true	vërtetë	vərtet	v ə r t e t	-814	v ə r t e t	c446 v155 c151 c118 v200 c118	1657	gheg1238
1248	English	true	true	tru	t r u	815	t r u	c118 c151 v027	1657	stan1293
1249	French	true	vrai	vrɛ	v r ɛ	814	v r ɛ	c446 c151 v229	1657	stan1290
1250	German	true	wahr	vaːr	v aː r	814	v aː r	c446 v137 c151	1657	stan1295
1251	Hawaiian	true	`oia`i`o	ʔoiaʔiʔo	ʔ o i a ʔ i ʔ o	818	ʔ o i a ʔ i ʔ o	c405 v042 v191 v130 c405 v191 c405 v042	1657	hawa1245
1252	Navajo	true	'aaníí	ʔaːniː	ʔ aː n iː	817	ʔ aː n iː	c405 v137 c105 v183	1657	nava1243
1253	Turkish	true	doğru	doɣru	d o ɣ r u	816	d o ɣ r u	c143 v042 c774 c151 v027	1657	nucl1301
1254	Albanian	two	dy	dy	d y	145	d y	c143 v166	1498	gheg1238
1255	English	two	two	tu	t u	145	t u	c118 v027	1498	stan1293
1256	French	two	deux	dø	d ø	145	d ø	c143 v171	1498	stan1290
1257	German	two	zwei	ʦvai	ʦ v ai	145	ts v ai	c015 c446 d030	1498	stan1295
1258	Hawaiian	two	lua	lua	l u a	148	l u a	c548 v027 v130	1498	hawa1245
1259	Navajo	two	naaki	naːki	n aː k i	147	n aː k i	c105 v137 c831 v191	1498	nava1243
1260	Turkish	two	iki	iki	i k i	146	i k i	v191 c831 v191	1498	nucl1301
1261	Albanian	vomit	vjell	vjeł	v j e ł	1211	v j e lˠ	c446 c564 v200 c543	1278	gheg1238
1262	English	vomit	vomits	vɑmət	v ɑ m ə t	-1209	v ɑ m ə t	c446 v089 c239 v155 c118	1278	stan1293
1263	French	vomit	vomit	vɔmi	v ɔ m i	-1209	v ɔ m i	c446 v067 c239 v191	1278	stan1290
1264	German	vomit	erbricht	erbrex	e r b r e x	1208	e r b r e x	v200 c151 c254 c151 v200 c772	1278	stan1295
1265	Hawaiian	vomit	lua`i	luaʔi	l u a ʔ i	1213	l u a ʔ i	c548 v027 v130 c405 v191	1278	hawa1245
1266	Navajo	vomit	náshkwi	naykwi	n ai kw i	1212	n ai kʷ i	c105 d030 c827 v191	1278	nava1243
1267	Turkish	vomit	kusuyor	kus	k u s	1210	k u s	c831 v027 c087	1278	nucl1301
1268	Albanian	wash	lau	la	l a	667	l a	c548 v130	1453	gheg1238
1269	English	wash	washes	wɑʃ	w ɑ ʃ	666	w ɑ ʃ	c457 v089 c677	1453	stan1293
1270	French	wash	lave	lave	l a v e	667	l a v e	c548 v130 c446 v200	1453	stan1290
1271	German	wash	wäscht	vaʃ	v a ʃ	666	v a ʃ	c446 v130 c677	1453	stan1295
1272	Hawaiian	wash	holoi	holoi	h o l o i	670	h o l o i	c401 v042 c548 v042 v191	1453	hawa1245
1273	Navajo	wash	yiisgis	jiːgis	j iː g i s	669	j iː g i s	c564 v183 c824 v191 c087	1453	nava1243
1274	Turkish	wash	yıkıyor	jɯka	j ɯ k a	668	j ɯ k a	c564 v081 c831 v130	1453	nucl1301
1275	Albanian	water	ujë	uj	u j	527	u j	v027 c564	948	gheg1238
1276	English	water	water	wɑtər	w ɑ t ə r	527	w ɑ t ə r	c457 v089 c118 v155 c151	948	stan1293
1277	French	water	eau	o	o	528	o	v042	948	stan1290
1278	German	water	Wasser	vasər	v a s ə r	527	v a s ə r	c446 v130 c087 v155 c151	948	stan1295
1279	Hawaiian	water	wai	wai	w a i	531	w a i	c457 v130 v191	948	hawa1245
1280	Navajo	water	tó	to	t o	530	t o	c118 v042	948	nava1243
1281	Turkish	water	su	suj	s u j	529	s u j	c087 v027 c564	948	nucl1301
1282	Albanian	we	né	n	n	499	n	c105	1212	gheg1238
1283	English	we	we	wi	w i	498	w i	c457 v191	1212	stan1293
1284	French	we	nous	nu	n u	499	n u	c105 v027	1212	stan1290
1285	German	we	wir	viːr	v iː r	498	v iː r	c446 v183 c151	1212	stan1295
1286	Hawaiian	we	mākou	maːkou	m aː k o u	502	m aː k o u	c239 v137 c831 v042 v027	1212	hawa1245
1287	Navajo	we	nihí	nihi	n i h i	501	n i h i	c105 v191 c401 v191	1212	nava1243
1288	Turkish	we	biz	b	b	500	b	c254	1212	nucl1301
