ID	DOCULECT	CONCEPT	IDS_ID	COUNTERPART	IPA	COGID	TOKENS	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG
916	English	the ankle	4.371	ankle	æŋkḷ	1237	æ ŋ k ḷ	æ ŋ k l̩	v198 c795 c831 c537	803	ANKLE	stan1293
1669	German	the arch	7.58	Bogen	boːɡən	280	b oː ɡ ə n	b oː g ə n	c254 v035 c824 v155 c105	876	ARCH	stan1295
1670	German	the arch	7.58	Wölbung	vœlbʊŋ	283	v œ l b ʊ ŋ	v œ l b ʊ ŋ	c446 v178 c548 c254 v056 c795	876	ARCH	stan1295
1671	French	the arch	7.58	arche	aʀʃ	282	a ʀ ʃ	a ʀ ʃ	v130 c761 c677	876	ARCH	stan1290
1672	Dutch	the arch	7.58	boog	boːx	280	b oː x	b oː x	c254 v035 c772	876	ARCH	dutc1256
1673	English	the arch	7.58	arch	ɑːʧ	-281	ɑː ʧ	ɑː tʃ	v091 c645	876	ARCH	stan1293
867	German	the armpit	4.312	Achselhöhle	aksəl#hɶːlə	575	a k s ə l # h ɶː l ə	a k s ə l _ h ɶː l ə	v130 c831 c087 v155 c548 m001 c401 v172 c548 v155	1886	ARMPIT	stan1295
868	French	the armpit	4.312	aisselle	ɛsɛl	575	ɛ s ɛ l	ɛ s ɛ l	v229 c087 v229 c548	1886	ARMPIT	stan1290
869	Dutch	the armpit	4.312	oksel	ɔksəl	575	ɔ k s ə l	ɔ k s ə l	v067 c831 c087 v155 c548	1886	ARMPIT	dutc1256
870	English	the armpit	4.312	armpit	ɑːm#pɪt	574	ɑː m # p ɪ t	ɑː m _ p ɪ t	v091 c239 m001 c288 v219 c118	1886	ARMPIT	stan1293
379	German	the aunt	2.52	Tante	tantə	-2027	t a n t ə	t a n t ə	c118 v130 c105 c118 v155	1272	AUNT	stan1295
380	French	the aunt	2.52	tante	tɑ̃t	2027	t ɑ̃ t	t ɑ̃ t	c118 v088 c118	1272	AUNT	stan1290
381	Dutch	the aunt	2.52	tante	tɑntə	-2027	t ɑ n t ə	t ɑ n t ə	c118 v089 c105 c118 v155	1272	AUNT	dutc1256
382	English	the aunt	2.52	aunt	ɑːnt	-2027	ɑː n t	ɑː n t	v091 c105 c118	1272	AUNT	stan1293
305	German	the baby	2.28	Säugling	zɔyk#lɪŋ	97	z ɔi k # l ɪ ŋ	z ɔi k _ l ɪ ŋ	c078 d018 c831 m001 c548 v219 c795	1289	BABY	stan1295
306	German	the baby	2.28	Baby	beːbiː	-98	b eː b iː	b eː b iː	c254 v202 c254 v183	1289	BABY	stan1295
307	French	the baby	2.28	enfant	ɑ̃fɑ̃	99	ɑ̃ f ɑ̃	ɑ̃ f ɑ̃	v088 c447 v088	1289	BABY	stan1290
308	French	the baby	2.28	bébé	bebe	98	b e b e	b e b e	c254 v200 c254 v200	1289	BABY	stan1290
309	Dutch	the baby	2.28	baby	beːbiː	-98	b eː b iː	b eː b iː	c254 v202 c254 v183	1289	BABY	dutc1256
310	English	the baby	2.28	baby	beɪbɪ	-98	b eɪ b ɪ	b eɪ b ɪ	c254 d048 c254 v219	1289	BABY	stan1293
782	German	the back	4.19	rücken	rʏkən	1821	r ʏ k ə n	r ʏ k ə n	c151 v173 c831 v155 c105	1291	BACK	stan1295
783	French	the back	4.19	dos	do	1823	d o	d o	c143 v042	1291	BACK	stan1290
784	Dutch	the back	4.19	rug	rʉx	1821	r ʉ x	r ʉ x	c151 v102 c772	1291	BACK	dutc1256
785	English	the back	4.19	back	bæk	1822	b æ k	b æ k	c254 v198 c831	1291	BACK	stan1293
2756	German	the ball	12.83	Kugel	kuːɡəl	1157	k uː ɡ ə l	k uː g ə l	c831 v019 c824 v155 c548	1845	BALL	stan1295
2757	French	the ball	12.83	sphère	sfɛʀ	1159	s f ɛ ʀ	s f ɛ ʀ	c087 c447 v229 c761	1845	BALL	stan1290
2758	French	the ball	12.83	ballon	balɔ̃	1158	b a l ɔ̃	b a l ɔ̃	c254 v130 c548 v066	1845	BALL	stan1290
2759	Dutch	the ball	12.83	bal	bɑl	-1158	b ɑ l	b ɑ l	c254 v089 c548	1845	BALL	dutc1256
2760	Dutch	the ball	12.83	bol	bɔl	-1158	b ɔ l	b ɔ l	c254 v067 c548	1845	BALL	dutc1256
2761	English	the ball	12.83	ball	bɔːl	-1158	b ɔː l	b ɔː l	c254 v065 c548	1845	BALL	stan1293
1850	German	the bark	8.75	Rinde	rɪndə	715	r ɪ n d ə	r ɪ n d ə	c151 v219 c105 c143 v155	1204	BARK	stan1295
1851	German	the bark	8.75	Borke	bɔrkə	716	b ɔ r k ə	b ɔ r k ə	c254 v067 c151 c831 v155	1204	BARK	stan1295
1852	French	the bark	8.75	écorce	ekɔʀs	717	e k ɔ ʀ s	e k ɔ ʀ s	v200 c831 v067 c761 c087	1204	BARK	stan1290
1853	Dutch	the bark	8.75	bast	bɑst	718	b ɑ s t	b ɑ s t	c254 v089 c087 c118	1204	BARK	dutc1256
1854	English	the bark	8.75	bark	bɑːk	716	b ɑː k	b ɑː k	c254 v091 c831	1204	BARK	stan1293
1778	German	the barley	8.44	Gerste	ɡɛrstə	1300	ɡ ɛ r s t ə	g ɛ r s t ə	c824 v229 c151 c087 c118 v155	932	BARLEY	stan1295
1779	French	the barley	8.44	orge	ɔʀʒ	1302	ɔ ʀ ʒ	ɔ ʀ ʒ	v067 c761 c679	932	BARLEY	stan1290
1780	Dutch	the barley	8.44	gerst	xɛrst	1300	x ɛ r s t	x ɛ r s t	c772 v229 c151 c087 c118	932	BARLEY	dutc1256
1781	English	the barley	8.44	barley	bɑːlɪ	1301	b ɑː l ɪ	b ɑː l ɪ	c254 v091 c548 v219	932	BARLEY	stan1293
94	German	the bay	1.34	Meerbusen	meːr#buːzən	1032	m eː r # b uː z ə n	m eː r _ b uː z ə n	c239 v202 c151 m001 c254 v019 c078 v155 c105	663	BAY	stan1295
95	German	the bay	1.34	Golf	ɡɔlf	-1034	ɡ ɔ l f	g ɔ l f	c824 v067 c548 c447	663	BAY	stan1295
96	German	the bay	1.34	Bucht	bʊxt	1035	b ʊ x t	b ʊ x t	c254 v056 c772 c118	663	BAY	stan1295
97	French	the bay	1.34	golfe	ɡɔlf	1034	ɡ ɔ l f	g ɔ l f	c824 v067 c548 c447	663	BAY	stan1290
98	French	the bay	1.34	baie	bɛ	1033	b ɛ	b ɛ	c254 v229	663	BAY	stan1290
99	Dutch	the bay	1.34	baai	baːj	-1033	b aː j	b aː j	c254 v137 c564	663	BAY	dutc1256
100	English	the bay	1.34	bay	beɪ	-1033	b eɪ	b eɪ	c254 d048	663	BAY	stan1293
1357	German	the bean	5.66	Bohne	boːnə	34	b oː n ə	b oː n ə	c254 v035 c105 v155	832	BEAN	stan1295
1358	French	the bean	5.66	haricot	aʀiko	35	a ʀ i k o	a ʀ i k o	v130 c761 v191 c831 v042	832	BEAN	stan1290
1359	Dutch	the bean	5.66	boon	boːn	34	b oː n	b oː n	c254 v035 c105	832	BEAN	dutc1256
1360	English	the bean	5.66	bean	biːn	34	b iː n	b iː n	c254 v183 c105	832	BEAN	stan1293
745	German	the beard	4.142	Bart	baːrt	1198	b aː r t	b aː r t	c254 v137 c151 c118	678	BEARD	stan1295
746	French	the beard	4.142	barbe	baʀb	1198	b a ʀ b	b a ʀ b	c254 v130 c761 c254	678	BEARD	stan1290
747	Dutch	the beard	4.142	baard	baːrt	1198	b aː r t	b aː r t	c254 v137 c151 c118	678	BEARD	dutc1256
748	English	the beard	4.142	beard	bɪəd	1198	b i ə d	b i ə d	c254 v191 v155 c143	678	BEARD	stan1293
1626	German	the bed	7.42	Bett	bɛt	922	b ɛ t	b ɛ t	c254 v229 c118	1663	BED	stan1295
1627	French	the bed	7.42	lit	li	923	l i	l i	c548 v191	1663	BED	stan1290
1628	Dutch	the bed	7.42	bed	bɛt	922	b ɛ t	b ɛ t	c254 v229 c118	1663	BED	dutc1256
1629	English	the bed	7.42	bed	bɛd	922	b ɛ d	b ɛ d	c254 v229 c143	1663	BED	stan1293
1820	German	the beech	8.62	Buche	buːxə	70	b uː x ə	b uː x ə	c254 v019 c772 v155	1950	BEECH	stan1295
1821	French	the beech	8.62	hêtre	ɛtʀ	71	ɛ t ʀ	ɛ t ʀ	v229 c118 c761	1950	BEECH	stan1290
1822	Dutch	the beech	8.62	beuk	bøːk	70	b øː k	b øː k	c254 v169 c831	1950	BEECH	dutc1256
1823	English	the beech	8.62	beech	biːʧ	70	b iː ʧ	b iː tʃ	c254 v183 c645	1950	BEECH	stan1293
2455	German	the beggar	11.53	Bettler	bɛtlər	1789	b ɛ t l ə r	b ɛ t l ə r	c254 v229 c118 c548 v155 c151	1934	BEGGAR	stan1295
2456	French	the beggar	11.53	mendiant	mɑ̃djɑ̃	1790	m ɑ̃ d j ɑ̃	m ɑ̃ d j ɑ̃	c239 v088 c143 c564 v088	1934	BEGGAR	stan1290
2457	Dutch	the beggar	11.53	bedelaar	beːdəlaːr	1789	b eː d ə l aː r	b eː d ə l aː r	c254 v202 c143 v155 c548 v137 c151	1934	BEGGAR	dutc1256
2458	English	the beggar	11.53	beggar	bɛɡər	6200	b ɛ ɡ ə r	b ɛ g ə r	c254 v229 c824 v155 c151	1934	BEGGAR	stan1293
2475	German	the bill	11.66	Rechnung	rɛxnʊŋ	181	r ɛ x n ʊ ŋ	r ɛ x n ʊ ŋ	c151 v229 c772 c105 v056 c795	1081	BILL	stan1295
2476	French	the bill	11.66	compte	kɔ̃t	183	k ɔ̃ t	k ɔ̃ t	c831 v066 c118	1081	BILL	stan1290
2477	Dutch	the bill	11.66	rekening	reːkənɪŋ	181	r eː k ə n ɪ ŋ	r eː k ə n ɪ ŋ	c151 v202 c831 v155 c105 v219 c795	1081	BILL	dutc1256
2478	English	the bill	11.66	bill	bɪl	182	b ɪ l	b ɪ l	c254 v219 c548	1081	BILL	stan1293
567	German	the bird	3.581	Vogel	foːɡəl	166	f oː ɡ ə l	f oː g ə l	c447 v035 c824 v155 c548	937	BIRD	stan1295
568	French	the bird	3.581	oiseau	wazo	168	w a z o	w a z o	c457 v130 c078 v042	937	BIRD	stan1290
569	Dutch	the bird	3.581	vogel	voːɣəl	166	v oː ɣ ə l	v oː ɣ ə l	c446 v035 c774 v155 c548	937	BIRD	dutc1256
570	English	the bird	3.581	bird	bɜːd	167	b ɜː d	b ɜː d	c254 v150 c143	937	BIRD	stan1293
2024	German	the blacksmith	9.6	Schmied	ʃmiːt	949	ʃ m iː t	ʃ m iː t	c677 c239 v183 c118	1001	BLACKSMITH	stan1295
2025	French	the blacksmith	9.6	forgeron	fɔʀʒəʀɔ̃	950	f ɔ ʀ ʒ ə ʀ ɔ̃	f ɔ ʀ ʒ ə ʀ ɔ̃	c447 v067 c761 c679 v155 c761 v066	1001	BLACKSMITH	stan1290
2026	Dutch	the blacksmith	9.6	smid	smɪt	949	s m ɪ t	s m ɪ t	c087 c239 v219 c118	1001	BLACKSMITH	dutc1256
2027	English	the blacksmith	9.6	blacksmith	blæk#smɪθ	949	b l æ k # s m ɪ θ	b l æ k _ s m ɪ θ	c254 c548 v198 c831 m001 c087 c239 v219 c413	1001	BLACKSMITH	stan1293
1630	German	the blanket	7.422	Decke	dɛkə	672	d ɛ k ə	d ɛ k ə	c143 v229 c831 v155	806	BLANKET	stan1295
1631	French	the blanket	7.422	couverture	kuvɛʀtyʀ	674	k u v ɛ ʀ t y ʀ	k u v ɛ ʀ t y ʀ	c831 v027 c446 v229 c761 c118 v166 c761	806	BLANKET	stan1290
1632	Dutch	the blanket	7.422	deken	deːkə	672	d eː k ə	d eː k ə	c143 v202 c831 v155	806	BLANKET	dutc1256
1633	English	the blanket	7.422	blanket	blæŋkɪt	673	b l æ ŋ k ɪ t	b l æ ŋ k ɪ t	c254 c548 v198 c795 c831 v219 c118	806	BLANKET	stan1293
1141	German	the blister	4.855	Blase	blaːzə	531	b l aː z ə	b l aː z ə	c254 c548 v137 c078 v155	1584	BLISTER	stan1295
1142	French	the blister	4.855	ampoule	ɑ̃pul	532	ɑ̃ p u l	ɑ̃ p u l	v088 c288 v027 c548	1584	BLISTER	stan1290
1143	Dutch	the blister	4.855	blaar	blaːr	6024	b l aː r	b l aː r	c254 c548 v137 c151	1584	BLISTER	dutc1256
1144	English	the blister	4.855	blister	blɪstər	6025	b l ɪ s t ə r	b l ɪ s t ə r	c254 c548 v219 c087 c118 v155 c151	1584	BLISTER	stan1293
753	German	the blood	4.15	Blut	bluːt	1811	b l uː t	b l uː t	c254 c548 v019 c118	946	BLOOD	stan1295
754	French	the blood	4.15	sang	sɑ̃	1812	s ɑ̃	s ɑ̃	c087 v088	946	BLOOD	stan1290
755	Dutch	the blood	4.15	bloed	bluːt	1811	b l uː t	b l uː t	c254 c548 v019 c118	946	BLOOD	dutc1256
756	English	the blood	4.15	blood	blʌd	1811	b l ʌ d	b l ʌ d	c254 c548 v097 c143	946	BLOOD	stan1293
727	German	the body	4.11	Leib	laip	1981	l ai p	l ai p	c548 d030 c288	1480	BODY	stan1295
728	German	the body	4.11	Körper	kœrpər	-1983	k œ r p ə r	k œ r p ə r	c831 v178 c151 c288 v155 c151	1480	BODY	stan1295
729	French	the body	4.11	corps	kɔʀ	1983	k ɔ ʀ	k ɔ ʀ	c831 v067 c761	1480	BODY	stan1290
730	Dutch	the body	4.11	lichaam	lɪxaːm	1984	l ɪ x aː m	l ɪ x aː m	c548 v219 c772 v137 c239	1480	BODY	dutc1256
731	English	the body	4.11	body	bɔdɪ	1982	b ɔ d ɪ	b ɔ d ɪ	c254 v067 c143 v219	1480	BODY	stan1293
1145	German	the boil	4.856	Furunkel	fuːrʊŋkəl	-533	f uː r ʊ ŋ k ə l	f uː r ʊ ŋ k ə l	c447 v019 c151 v056 c795 c831 v155 c548	793	BOIL (OF SKIN)	stan1295
1146	French	the boil	4.856	furoncle	fyʀɔ̃kl	533	f y ʀ ɔ̃ k l	f y ʀ ɔ̃ k l	c447 v166 c761 v066 c831 c548	793	BOIL (OF SKIN)	stan1290
1147	Dutch	the boil	4.856	steenpuist	steːmpœyst	535	s t eː m p œi s t	s t eː m p œi s t	c087 c118 v202 c239 c288 d042 c087 c118	793	BOIL (OF SKIN)	dutc1256
1148	English	the boil	4.856	boil	bɔɪl	534	b ɔi l	b ɔi l	c254 d018 c548	793	BOIL (OF SKIN)	stan1293
765	German	the bone	4.16	Knochen	knɔxən	1817	k n ɔ x ə n	k n ɔ x ə n	c831 c105 v067 c772 v155 c105	1394	BONE	stan1295
766	French	the bone	4.16	os	ɔs	1819	ɔ s	ɔ s	v067 c087	1394	BONE	stan1290
767	Dutch	the bone	4.16	bot	bɔt	1820	b ɔ t	b ɔ t	c254 v067 c118	1394	BONE	dutc1256
768	English	the bone	4.16	bone	bəʊn	1818	b əʊ n	b əu n	c254 d029 c105	1394	BONE	stan1293
1474	German	the boot	6.52	Stiefel	ʃtiːfəl	1190	ʃ t iː f ə l	ʃ t iː f ə l	c677 c118 v183 c447 v155 c548	585	BOOT	stan1295
1475	French	the boot	6.52	botte	bɔt	1191	b ɔ t	b ɔ t	c254 v067 c118	585	BOOT	stan1290
1476	Dutch	the boot	6.52	laars	laːrs	1192	l aː r s	l aː r s	c548 v137 c151 c087	585	BOOT	dutc1256
1477	English	the boot	6.52	boot	-buːt	1191	b uː t	b uː t	c254 v019 c118	585	BOOT	stan1293
2629	German	the bottom	12.34	Boden	boːdən	659	b oː d ə n	b oː d ə n	c254 v035 c143 v155 c105	690	BOTTOM	stan1295
2630	French	the bottom	12.34	fond	fɔ̃	660	f ɔ̃	f ɔ̃	c447 v066	690	BOTTOM	stan1290
2631	Dutch	the bottom	12.34	bodem	boːdəm	659	b oː d ə m	b oː d ə m	c254 v035 c143 v155 c239	690	BOTTOM	dutc1256
2632	English	the bottom	12.34	bottom	bɔtəm	659	b ɔ t ə m	b ɔ t ə m	c254 v067 c118 v155 c239	690	BOTTOM	stan1293
1273	German	the bowl	5.33	Napf	nap͡f	1329	n a p͡f	n a pf	c105 v130 c420	1530	BOWL	stan1295
1274	German	the bowl	5.33	Schale	ʃaːlə	1332	ʃ aː l ə	ʃ aː l ə	c677 v137 c548 v155	1530	BOWL	stan1295
1275	French	the bowl	5.33	bol	bɔl	1330	b ɔ l	b ɔ l	c254 v067 c548	1530	BOWL	stan1290
1276	Dutch	the bowl	5.33	kom	kɔm	1331	k ɔ m	k ɔ m	c831 v067 c239	1530	BOWL	dutc1256
1277	English	the bowl	5.33	bowl	bəʊl	-1330	b əʊ l	b əu l	c254 d029 c548	1530	BOWL	stan1293
292	German	the boy	2.25	Junge	jʊŋə	116	j ʊ ŋ ə	j ʊ ŋ ə	c564 v056 c795 v155	1366	BOY	stan1295
293	German	the boy	2.25	Knabe	knaːbə	119	k n aː b ə	k n aː b ə	c831 c105 v137 c254 v155	1366	BOY	stan1295
294	French	the boy	2.25	garçon	ɡaʀsɔ̃	118	ɡ a ʀ s ɔ̃	g a ʀ s ɔ̃	c824 v130 c761 c087 v066	1366	BOY	stan1290
295	Dutch	the boy	2.25	jongen	jɔŋə	116	j ɔ ŋ ə	j ɔ ŋ ə	c564 v067 c795 v155	1366	BOY	dutc1256
296	English	the boy	2.25	boy	bɔɪ	117	b ɔi	b ɔi	c254 d018	1366	BOY	stan1293
1518	German	the bracelet	6.74	Armband	arm#bant	205	a r m # b a n t	a r m _ b a n t	v130 c151 c239 m001 c254 v130 c105 c118	1754	BRACELET	stan1295
1519	French	the bracelet	6.74	bracelet	bʀaslɛ	206	b ʀ a s l ɛ	b ʀ a s l ɛ	c254 c761 v130 c087 c548 v229	1754	BRACELET	stan1290
1520	Dutch	the bracelet	6.74	armband	ɑrm#bɑnt	205	ɑ r m # b ɑ n t	ɑ r m _ b ɑ n t	v089 c151 c239 m001 c254 v089 c105 c118	1754	BRACELET	dutc1256
1521	English	the bracelet	6.74	bracelet	breɪslɪt	-206	b r eɪ s l ɪ t	b r eɪ s l ɪ t	c254 c151 d048 c087 c548 v219 c118	1754	BRACELET	stan1293
795	German	the brain	4.203	Gehirn	ɡə#hɪrn	1857	ɡ ə # h ɪ r n	g ə _ h ɪ r n	c824 v155 m001 c401 v219 c151 c105	1583	BRAIN	stan1295
796	French	the brain	4.203	cerveau	sɛʀvo	1859	s ɛ ʀ v o	s ɛ ʀ v o	c087 v229 c761 c446 v042	1583	BRAIN	stan1290
797	Dutch	the brain	4.203	hersenen	hɛrsənə	1860	h ɛ r s ə n ə	h ɛ r s ə n ə	c401 v229 c151 c087 v155 c105 v155	1583	BRAIN	dutc1256
798	English	the brain	4.203	brain	breɪn	1858	b r eɪ n	b r eɪ n	c254 c151 d048 c105	1583	BRAIN	stan1293
1806	German	the branch	8.55	Zweig	ʦvaik	1991	ʦ v ai k	ts v ai k	c015 c446 d030 c831	1531	BRANCH	stan1295
1807	French	the branch	8.55	branche	bʀɑ̃ʃ	1992	b ʀ ɑ̃ ʃ	b ʀ ɑ̃ ʃ	c254 c761 v088 c677	1531	BRANCH	stan1290
1809	Dutch	the branch	8.55	tak	tɑk	6036	t ɑ k	t ɑ k	c118 v089 c831	1531	BRANCH	dutc1256
1810	English	the branch	8.55	branch	brɑːnʧ	-1992	b r ɑː n ʧ	b r ɑː n tʃ	c254 c151 v091 c105 c645	1531	BRANCH	stan1293
1328	German	the bread	5.51	Brot	broːt	655	b r oː t	b r oː t	c254 c151 v035 c118	1368	BREAD	stan1295
1329	French	the bread	5.51	pain	pɛ̃	656	p ɛ̃	p ɛ̃	c288 v231	1368	BREAD	stan1290
1330	Dutch	the bread	5.51	brood	broːt	655	b r oː t	b r oː t	c254 c151 v035 c118	1368	BREAD	dutc1256
1331	English	the bread	5.51	bread	brɛd	655	b r ɛ d	b r ɛ d	c254 c151 v229 c143	1368	BREAD	stan1293
934	German	the breast	4.41	Brust	brʊst	937	b r ʊ s t	b r ʊ s t	c254 c151 v056 c087 c118	1402	BREAST	stan1295
935	French	the breast	4.41	sein	sɛ̃	938	s ɛ̃	s ɛ̃	c087 v231	1402	BREAST	stan1290
936	French	the breast	4.41	poitrine	pwatʀin	939	p w a t ʀ i n	p w a t ʀ i n	c288 c457 v130 c118 c761 v191 c105	1402	BREAST	stan1290
937	Dutch	the breast	4.41	borst	bɔrst	937	b ɔ r s t	b ɔ r s t	c254 v067 c151 c087 c118	1402	BREAST	dutc1256
938	English	the breast	4.41	breast	brɛst	937	b r ɛ s t	b r ɛ s t	c254 c151 v229 c087 c118	1402	BREAST	stan1293
1679	German	the brick	7.62	Backstein	bak#ʃtain	52	b a k # ʃ t ai n	b a k _ ʃ t ai n	c254 v130 c831 m001 c677 c118 d030 c105	1006	BRICK	stan1295
1680	French	the brick	7.62	brique	bʀik	51	b ʀ i k	b ʀ i k	c254 c761 v191 c831	1006	BRICK	stan1290
1681	Dutch	the brick	7.62	baksteen	bɑk#steːn	52	b ɑ k # s t eː n	b ɑ k _ s t eː n	c254 v089 c831 m001 c087 c118 v202 c105	1006	BRICK	dutc1256
1682	English	the brick	7.62	brick	brɪk	51	b r ɪ k	b r ɪ k	c254 c151 v219 c831	1006	BRICK	stan1293
2317	German	the bridge	10.74	Brücke	brʏkə	790	b r ʏ k ə	b r ʏ k ə	c254 c151 v173 c831 v155	1011	BRIDGE	stan1295
2318	French	the bridge	10.74	pont	pɔ̃	791	p ɔ̃	p ɔ̃	c288 v066	1011	BRIDGE	stan1290
2319	Dutch	the bridge	10.74	brug	brʉx	790	b r ʉ x	b r ʉ x	c254 c151 v102 c772	1011	BRIDGE	dutc1256
2320	English	the bridge	10.74	bridge	brɪʤ	790	b r ɪ ʤ	b r ɪ dʒ	c254 c151 v219 c649	1011	BRIDGE	stan1293
1127	German	the bruise	4.852	Quetschung	kvɛʧʊŋ	521	k v ɛ ʧ ʊ ŋ	k v ɛ tʃ ʊ ŋ	c831 c446 v229 c645 v056 c795	1148	BRUISE	stan1295
1128	French	the bruise	4.852	contusion	kɔ̃tyzjɔ̃	523	k ɔ̃ t y z j ɔ̃	k ɔ̃ t y z j ɔ̃	c831 v066 c118 v166 c078 c564 v066	1148	BRUISE	stan1290
1129	French	the bruise	4.852	bleu	blø	524	b l ø	b l ø	c254 c548 v171	1148	BRUISE	stan1290
1130	Dutch	the bruise	4.852	kneuzing	knøːzɪŋ	6023	k n øː z ɪ ŋ	k n øː z ɪ ŋ	c831 c105 v169 c078 v219 c795	1148	BRUISE	dutc1256
1131	English	the bruise	4.852	bruise	bruːz	522	b r uː z	b r uː z	c254 c151 v019 c078	1148	BRUISE	stan1293
1545	German	the brush	6.92	Bürste	bʏrstə	2166	b ʏ r s t ə	b ʏ r s t ə	c254 v173 c151 c087 c118 v155	1821	BRUSH	stan1295
1546	French	the brush	6.92	brosse	bʀɔs	2167	b ʀ ɔ s	b ʀ ɔ s	c254 c761 v067 c087	1821	BRUSH	stan1290
1547	Dutch	the brush	6.92	borstel	bɔrstəl	2166	b ɔ r s t ə l	b ɔ r s t ə l	c254 v067 c151 c087 c118 v155 c548	1821	BRUSH	dutc1256
1548	English	the brush	6.92	brush	brʌʃ	-2167	b r ʌ ʃ	b r ʌ ʃ	c254 c151 v097 c677	1821	BRUSH	stan1293
478	German	the bull	3.21	stier	ʃtiːr	2183	ʃ t iː r	ʃ t iː r	c677 c118 v183 c151	1008	BULL	stan1295
479	German	the bull	3.21	Bulle	bʊlə	2184	b ʊ l ə	b ʊ l ə	c254 v056 c548 v155	1008	BULL	stan1295
480	French	the bull	3.21	taureau	tɔʀo	2183	t ɔ ʀ o	t ɔ ʀ o	c118 v067 c761 v042	1008	BULL	stan1290
481	Dutch	the bull	3.21	stier	stiːr	2183	s t iː r	s t iː r	c087 c118 v183 c151	1008	BULL	dutc1256
482	English	the bull	3.21	bull	bʊl	-2184	b ʊ l	b ʊ l	c254 v056 c548	1008	BULL	stan1293
1394	German	the butter	5.89	Butter	bʊtər	1676	b ʊ t ə r	b ʊ t ə r	c254 v056 c118 v155 c151	1245	BUTTER	stan1295
1395	French	the butter	5.89	beurre	bœʀ	1677	b œ ʀ	b œ ʀ	c254 v178 c761	1245	BUTTER	stan1290
1396	Dutch	the butter	5.89	boter	boːtər	1676	b oː t ə r	b oː t ə r	c254 v035 c118 v155 c151	1245	BUTTER	dutc1256
1397	English	the butter	5.89	butter	bʌtər	1676	b ʌ t ə r	b ʌ t ə r	c254 v097 c118 v155 c151	1245	BUTTER	stan1293
704	German	the butterfly	3.92	Schmetterling	ʃmɛtərlɪŋ	794	ʃ m ɛ t ə r l ɪ ŋ	ʃ m ɛ t ə r l ɪ ŋ	c677 c239 v229 c118 v155 c151 c548 v219 c795	1791	BUTTERFLY	stan1295
705	French	the butterfly	3.92	papillon	papijɔ̃	796	p a p i j ɔ̃	p a p i j ɔ̃	c288 v130 c288 v191 c564 v066	1791	BUTTERFLY	stan1290
706	Dutch	the butterfly	3.92	vlinder	vlɪndər	797	v l ɪ n d ə r	v l ɪ n d ə r	c446 c548 v219 c105 c143 v155 c151	1791	BUTTERFLY	dutc1256
707	English	the butterfly	3.92	butterfly	bʌtəflaɪ	795	b ʌ t ə f l aɪ	b ʌ t ə f l aɪ	c254 v097 c118 v155 c447 c548 d032	1791	BUTTERFLY	stan1293
971	German	the buttocks	4.464	Gesäß	ɡə#zɛːs	1593	ɡ ə # z ɛː s	g ə _ z ɛː s	c824 v155 m001 c078 v225 c087	834	BUTTOCKS	stan1295
972	French	the buttocks	4.464	derrière	dɛʀjɛʀ	1595	d ɛ ʀ j ɛ ʀ	d ɛ ʀ j ɛ ʀ	c143 v229 c761 c564 v229 c761	834	BUTTOCKS	stan1290
973	Dutch	the buttocks	4.464	billen	bɪlə	1596	b ɪ l ə	b ɪ l ə	c254 v219 c548 v155	834	BUTTOCKS	dutc1256
974	English	the buttocks	4.464	buttocks	bʌtəks	1594	b ʌ t ə k s	b ʌ t ə k s	c254 v097 c118 v155 c831 c087	834	BUTTOCKS	stan1293
975	English	the buttocks	4.464	arse	ɑːs	1597	ɑː s	ɑː s	v091 c087	834	BUTTOCKS	stan1293
1500	German	the button	6.62	Knopf	knɔp͡f	1799	k n ɔ p͡f	k n ɔ pf	c831 c105 v067 c420	757	BUTTON	stan1295
1501	French	the button	6.62	bouton	butɔ̃	1800	b u t ɔ̃	b u t ɔ̃	c254 v027 c118 v066	757	BUTTON	stan1290
1502	Dutch	the button	6.62	knoop	knoːp	1799	k n oː p	k n oː p	c831 c105 v035 c288	757	BUTTON	dutc1256
1503	English	the button	6.62	button	bʌtṇ	-1800	b ʌ t ṇ	b ʌ t n̩	c254 v097 c118 c095	757	BUTTON	stan1293
492	German	the calf	3.24	Kalb	kalp	2199	k a l p	k a l p	c831 v130 c548 c288	1989	CALF	stan1295
493	French	the calf	3.24	veau	vo	2200	v o	v o	c446 v042	1989	CALF	stan1290
494	Dutch	the calf	3.24	kalf	kɑlf	2199	k ɑ l f	k ɑ l f	c831 v089 c548 c447	1989	CALF	dutc1256
495	English	the calf	3.24	calf	kɑːf	2199	k ɑː f	k ɑː f	c831 v091 c447	1989	CALF	stan1293
901	German	the calf of the leg	4.352	Wade	vaːdə	263	v aː d ə	v aː d ə	c446 v137 c143 v155	498	CALF OF LEG	stan1295
902	French	the calf of the leg	4.352	mollet	mɔlɛ	265	m ɔ l ɛ	m ɔ l ɛ	c239 v067 c548 v229	498	CALF OF LEG	stan1290
903	Dutch	the calf of the leg	4.352	kuit	kœyt	266	k œi t	k œi t	c831 d042 c118	498	CALF OF LEG	dutc1256
904	English	the calf of the leg	4.352	calf	kɑːf	264	k ɑː f	k ɑː f	c831 v091 c447	498	CALF OF LEG	stan1293
