ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
243	Danish	bird	ful	f u l	186	ful	c447 v027 c548	937	dani1285
244	Dutch_List	bird	voɣəl	v o ɣ ə l	186	'voɣəl	c446 v042 c774 v155 c548	937	dutc1256
245	English	bird	bɜːd	b ɜː d	3395	bɜ:d	c254 v150 c143	937	stan1293
246	French	bird	wazo	w a z o	856	wazo	c457 v130 c078 v042	937	stan1290
247	German	bird	foːgl̩	f oː g l̩	186	'fo:gl̩	c447 v035 c824 c537	937	stan1295
248	Greek_Mod	bird	puli	p u l i	1455	pu'li	c288 v027 c548 v191	937	mode1248
249	Italian	bird	utʧɛllo	u t tʃ ɛ lː o	856	ut'tʃɛllo	v027 c118 c645 v229 c539 v042	937	ital1282
250	Marathi	bird	pəkʂi	p ə k ʂ i	754	pək'ʂi	c288 v155 c831 c699 v191	937	mara1378
251	Polish	bird	ptak	p t a k	1109	ptak	c288 c118 v130 c831	937	poli1260
252	Portuguese_ST	bird	avɨ	a v ɨ	856	ˈavɨ	v130 c446 v116	937	port1283
253	Russian	bird	ptitsa	p t i t s a	1109	'ptitsa	c288 c118 v191 c118 c087 v130	937	russ1263
254	Swedish	bird	foːgəl	f oː g ə l	186	'fo:gəl	c447 v035 c824 v155 c548	937	swed1254
255	Bihari	bird	cirəi	c i r əi	2204	cirəi	c600 v191 c151 d035	937	mait1250
256	Oriya	bird	pɔkʰi	p ɔ kʰ i	754	pɔkhi	c288 v067 c813 v191	937	oriy1255
257	Urdu	bird	pɾɪnd̪əh	p ɾ ɪ n d̪ ə h	1831	pɾɪnd̪əh	c288 c064 v219 c105 c367 v155 c401	937	urdu1245
258	Catalan	bird	muʃo	m u ʃ o	3530	mu'ʃo	c239 v027 c677 v042	937	stan1289
259	Breton_ST	bird	laːbus	l aː b u s	2205	'la:bus	c548 v137 c254 v027 c087	937	bret1244
260	Spanish	bird	paxaɾo	p a x a ɾ o	3604	'paxaɾo	c288 v130 c772 v130 c064 v042	937	stan1288
261	Portuguese_ST	bird	pasɐɾu	p a s ɐ ɾ u	3638	ˈpasɐɾu	c288 v130 c087 v119 c064 v027	937	port1283
262	Armenian_Mod	bite	kəʦɛl	k ə ts ɛ l	2028	kəˈʦɛl	c831 v155 c015 v229 c548	1403	nucl1235
263	Czech	bite	koʊ̯sat	k ou s a t	1220	koʊ̯sat	c831 d006 c087 v130 c118	1403	czec1258
264	Breton_ST	bite	krɛːgĩn	k r ɛː g ĩ n	975	'krɛ:gĩn	c831 c151 v225 c824 v193 c105	1403	bret1244
265	Catalan	bite	musəɣa	m u s ə ɣ a	1257	musəˈɣa	c239 v027 c087 v155 c774 v130	1403	stan1289
266	Danish	bite	b̥iːðə	b̥ iː ð ə	187	ˈb̥iːðə	c280 v183 c415 v155	1403	dani1285
267	Dutch_List	bite	bɛitən	b ɛi t ə n	187	'bɛitə(n)	c254 d059 c118 v155 c105	1403	dutc1256
268	English	bite	baɪt	b aɪ t	187	baɪt	c254 d032 c118	1403	stan1293
269	French	bite	mɔʀdʀ	m ɔ ʀ d ʀ	857	mɔʀdʀ	c239 v067 c761 c143 c761	1403	stan1290
270	German	bite	baisn̩	b ai s n̩	187	'ba‿isn̩	c254 d030 c087 c095	1403	stan1295
271	Greek_Mod	bite	ðaŋɡo̞no̞	ð a ŋ g o̞ n o̞	1456	ðaˈ(ŋ)ɡo̞no̞	c415 v130 c795 c824 v033 c105 v033	1403	mode1248
272	Italian	bite	mɔrdere	m ɔ r d e r e	857	'mɔrdere	c239 v067 c151 c143 v200 c151 v200	1403	ital1282
273	Polish	bite	ɡrɨɕʨ	g r ɨ ɕ tɕ	2028	ɡrɨɕʨ	c824 c151 v116 c202 c198	1403	poli1260
274	Portuguese_ST	bite	muɾdeɾ	m u ɾ d e ɾ	857	muɾˈdeɾ	c239 v027 c064 c143 v200 c064	1403	port1283
275	Russian	bite	kusatʲ	k u s a tʲ	1220	'kusatʲ	c831 v027 c087 v130 c113	1403	russ1263
276	Spanish	bite	moɾðeɾ	m o ɾ ð e ɾ	857	moɾ'ðeɾ	c239 v042 c064 c415 v200 c064	1403	stan1288
277	Swedish	bite	biːta	b iː t a	187	'bi:ta	c254 v183 c118 v130	1403	swed1254
278	Bihari	bite	kaʈəb	k a ʈ ə b	1594	kaʈəb	c831 v130 c711 v155 c254	1403	mait1250
279	Oriya	bite	kamuɽ	k a m u ɽ	2472	kamuṛ-	c831 v130 c239 v027 c697	1403	oriy1255
280	Urdu	bite	kɑʈnə	k ɑ ʈ n ə	1594	kɑʈnə	c831 v089 c711 c105 v155	1403	urdu1245
281	Catalan	bite	pika	p i k a	3531	pi'ka	c288 v191 c831 v130	1403	stan1289
282	Breton_ST	bite	dãntã	d ã n t ã	1456	'dãntã	c143 v147 c105 c118 v147	1403	bret1244
283	Marathi	bite	tsawa	t s a w a	755	'tsawa	c118 c087 v130 c457 v130	1403	mara1378
284	Armenian_Mod	black	sɛv	s ɛ v	573	sɛv	c087 v229 c446	163	nucl1235
285	Czech	black	ʧɛrniː	tʃ ɛ r n iː	1111	tʃɛrniː	c645 v229 c151 c105 v183	163	czec1258
286	Breton_ST	black	dyː	d yː	976	dyː	c143 v168	163	bret1244
287	Catalan	black	nɛɣɾə	n ɛ ɣ ɾ ə	858	ˈnɛɣɾə, ˈneɣɾe	c105 v229 c774 c064 v155	163	stan1289
288	Danish	black	sɒːd̥ʰ	s ɒː d̥ʰ	188	sɒ:d̥ʰ	c087 v053 c116	163	dani1285
289	Dutch_List	black	zwɑrt	z w ɑ r t	188	zwɑrt	c078 c457 v089 c151 c118	163	dutc1256
290	English	black	blæk	b l æ k	1343	blæk	c254 c548 v198 c831	163	stan1293
291	French	black	nwaʀ	n w a ʀ	858	nwaʀ	c105 c457 v130 c761	163	stan1290
292	German	black	ʃwart͜s	ʃ w a r ts	188	ʃwart͜s	c677 c457 v130 c151 c015	163	stan1295
293	Greek_Mod	black	mavro̞s	m a v r o̞ s	1457	ˈmavro̞s	c239 v130 c446 c151 v033 c087	163	mode1248
294	Italian	black	nero	n e r o	858	'nero	c105 v200 c151 v042	163	ital1282
295	Marathi	black	kaɭa	k a ɭ a	756	'kaɭa	c831 v130 c702 v130	163	mara1378
296	Polish	black	ʧarnɨ	tʃ a r n ɨ	1111	ˈʧarnɨ	c645 v130 c151 c105 v116	163	poli1260
297	Portuguese_ST	black	neɡɾu	n e g ɾ u	858	'neɡɾu	c105 v200 c824 c064 v027	163	port1283
298	Russian	black	ʧernɨj	tʃ e r n ɨ j	1111	'tʃernɨj	c645 v200 c151 c105 v116 c564	163	russ1263
299	Spanish	black	neɣɾo	n e ɣ ɾ o	858	'neɣɾo	c105 v200 c774 c064 v042	163	stan1288
300	Swedish	black	svart	s v a r t	188	svart, svaʈ	c087 c446 v130 c151 c118	163	swed1254
301	Bihari	black	kari	k a r i	756	kari	c831 v130 c151 v191	163	mait1250
302	Oriya	black	kɔɭa	k ɔ ɭ a	756	kɔḷa	c831 v067 c702 v130	163	oriy1255
303	Urdu	black	kɑlə	k ɑ l ə	756	kɑlə	c831 v089 c548 v155	163	urdu1245
304	Portuguese_ST	black	pɾetu	p ɾ e t u	2473	ˈpɾetu	c288 c064 v200 c118 v027	163	port1283
305	Armenian_Mod	blood	ɑɾɪ̯un	ɑ ɾ i u n	574	ɑˈɾɪ̯un	v089 c064 v191 v027 c105	946	nucl1235
306	Czech	blood	krɛf	k r ɛ f	1112	krɛf	c831 c151 v229 c447	946	czec1258
307	German	blood	bluːt	b l uː t	189	blu:t	c254 c548 v019 c118	946	stan1295
308	Breton_ST	blood	gwaːt	g w aː t	977	gwa:t	c824 c457 v137 c118	946	bret1244
309	Catalan	blood	saŋ	s a ŋ	859	saŋ	c087 v130 c795	946	stan1289
310	Danish	blood	b̥loð	b̥ l o ð	189	b̥loð	c280 c548 v042 c415	946	dani1285
311	Dutch_List	blood	blut	b l u t	189	blut	c254 c548 v027 c118	946	dutc1256
312	English	blood	blʌd	b l ʌ d	189	blʌd	c254 c548 v097 c143	946	stan1293
313	French	blood	sɑ̃	s ɑ̃	859	sɑ̃	c087 v088	946	stan1290
314	Greek_Mod	blood	e̞ma	e̞ m a	1458	ˈe̞ma	v217 c239 v130	946	mode1248
315	Italian	blood	sangwe	s a n g w e	859	'sangwe	c087 v130 c105 c824 c457 v200	946	ital1282
316	Marathi	blood	ɾəktə	ɾ ə k t ə	757	'ɾəktə	c064 v155 c831 c118 v155	946	mara1378
317	Polish	blood	krɛf	k r ɛ f	1112	krɛf	c831 c151 v229 c447	946	poli1260
318	Portuguese_ST	blood	sɐ̃ɣɨ	s ɐ̃ ɣ ɨ	859	ˈsɐ̃ɣɨ	c087 v120 c774 v116	946	port1283
319	Russian	blood	krovʲ	k r o vʲ	1112	krovʲ	c831 c151 v042 c429	946	russ1263
320	Spanish	blood	saŋɡɾe	s a ŋ g ɾ e	859	'saŋɡɾe	c087 v130 c795 c824 c064 v200	946	stan1288
321	Swedish	blood	bluːd	b l uː d	189	blu:d	c254 c548 v019 c143	946	swed1254
322	Bihari	blood	sonit	s o n i t	3401	sonit	c087 v042 c105 v191 c118	946	mait1250
323	Oriya	blood	rɔktɔ	r ɔ k t ɔ	757	rɔktɔ	c151 v067 c831 c118 v067	946	oriy1255
324	Urdu	blood	χun	χ u n	687	χun	c742 v027 c105	946	urdu1245
325	Armenian_Mod	blow	pʰəʧʰɛl	pʰ ə tʃʰ ɛ l	575	pʰəˈʧʰɛl	c261 v155 c655 v229 c548	175	nucl1235
326	Czech	blow	foʊ̯kat	f ou k a t	575	foʊ̯kat	c447 d006 c831 v130 c118	175	czec1258
327	German	blow	veːən	v eː ə n	1662	've:ən	c446 v202 v155 c105	175	stan1295
328	Greek_Mod	blow	fiso̞	f i s o̞	575	fiˈso̞	c447 v191 c087 v033	175	mode1248
329	Italian	blow	soffjare	s o fː j a r e	190	sof'fjare	c087 v042 c439 c564 v130 c151 v200	175	ital1282
330	Portuguese_ST	blow	supɾaɾ	s u p ɾ a ɾ	190	suˈpɾaɾ	c087 v027 c288 c064 v130 c064	175	port1283
331	Russian	blow	dutʲ	d u tʲ	2567	dutʲ	c143 v027 c113	175	russ1263
332	Spanish	blow	soplaɾ	s o p l a ɾ	190	so'plaɾ	c087 v042 c288 c548 v130 c064	175	stan1288
333	Swedish	blow	bloːsa	b l oː s a	190	'blo:sa	c254 c548 v035 c087 v130	175	swed1254
334	Catalan	blow	bufa	b u f a	190	bu'fa	c254 v027 c447 v130	175	stan1289
335	Breton_ST	blow	xweːzã	x w eː z ã	978	'xwe:zã	c772 c457 v202 c078 v147	175	bret1244
336	Danish	blow	b̥lɛːsə	b̥ l ɛː s ə	190	ˈb̥lεːsə	c280 c548 v225 c087 v155	175	dani1285
337	Dutch_List	blow	wayən	w a j ə n	1662	'wayə(n)	c457 v130 c564 v155 c105	175	dutc1256
338	English	blow	bləʊ	b l əu	190	bləʊ	c254 c548 d029	175	stan1293
339	French	blow	sufle	s u f l e	190	sufle	c087 v027 c447 c548 v200	175	stan1290
340	Bihari	blow	pʰukəb	pʰ u k ə b	575	phukəb	c261 v027 c831 v155 c254	175	mait1250
341	Bihari	blow	surkəb	s u r k ə b	3402	surkəb	c087 v027 c151 c831 v155 c254	175	mait1250
342	Bihari	blow	hawa#bəhəb	h a w a _ b ə h ə b	1662	hawa bəhəb	c401 v130 c457 v130 m001 c254 v155 c401 v155 c254	175	mait1250
343	Oriya	blow	bohiba	b o h i b a	1662	bohiba	c254 v042 c401 v191 c254 v130	175	oriy1255
344	Urdu	blow	pʰuːknə	pʰ uː k n ə	575	pʰũknə	c261 v019 c831 c105 v155	175	urdu1245
345	Dutch_List	blow	blazən	b l a z ə n	190	'blazə(n)	c254 c548 v130 c078 v155 c105	175	dutc1256
346	Polish	blow	dmuxaʨ	d m u x a tɕ	3546	ˈdmuxaʨ	c143 c239 v027 c772 v130 c198	175	poli1260
347	Marathi	blow	uɖɳe	u ɖ ɳ e	2567	uɖ'ɳe	v027 c715 c705 v200	175	mara1378
348	Czech	bone	kost	k o s t	1114	kost	c831 v042 c087 c118	1394	czec1258
349	Armenian_Mod	bone	voskoɾ	v o s k o ɾ	519	vosˈkoɾ	c446 v042 c087 c831 v042 c064	1394	nucl1235
350	Breton_ST	bone	askɔrn	a s k ɔ r n	519	ˈaskɔrn	v130 c087 c831 v067 c151 c105	1394	bret1244
351	Catalan	bone	ɔs	ɔ s	519	ɔs	v067 c087	1394	stan1289
352	Danish	bone	b̥en	b̥ e n	191	b̥en	c280 v200 c105	1394	dani1285
353	Dutch_List	bone	ben	b e n	3400	ben, bɔt	c254 v200 c105	1394	dutc1256
354	English	bone	bəʊn	b əu n	191	bəʊn	c254 d029 c105	1394	stan1293
355	French	bone	ɔs	ɔ s	519	ɔs	v067 c087	1394	stan1290
356	German	bone	knɔxn̩	k n ɔ x n̩	1440	'knɔxn̩	c831 c105 v067 c772 c095	1394	stan1295
357	Greek_Mod	bone	ko̞kalo̞	k o̞ k a l o̞	1459	ˈko̞kaˌlo̞	c831 v033 c831 v130 c548 v033	1394	mode1248
358	Italian	bone	ɔsso	ɔ sː o	519	'ɔsso	v067 c070 v042	1394	ital1282
359	Marathi	bone	haɖ	h a ɖ	11	haɖ	c401 v130 c715	1394	mara1378
360	Polish	bone	kɔɕʨ	k ɔ ɕ tɕ	1114	kɔɕʨ	c831 v067 c202 c198	1394	poli1260
361	Portuguese_ST	bone	osu	o s u	519	ˈosu	v042 c087 v027	1394	port1283
362	Russian	bone	kostʲ	k o s tʲ	1114	kostʲ	c831 v042 c087 c113	1394	russ1263
363	Spanish	bone	weso	w e s o	519	'weso	c457 v200 c087 v042	1394	stan1288
364	Swedish	bone	beːn	b eː n	191	beːn	c254 v202 c105	1394	swed1254
365	Bihari	bone	həɖɖi	h ə ɖː i	11	həɖɖi	c401 v155 c707 v191	1394	mait1250
366	Oriya	bone	haɖɔ	h a ɖ ɔ	11	haḍɔ	c401 v130 c715 v067	1394	oriy1255
367	Urdu	bone	həɖːi	h ə ɖː i	11	həɖːi	c401 v155 c707 v191	1394	urdu1245
368	Dutch_List	bone	ɣrat	ɣ r a t	191	ɣrat	c774 c151 v130 c118	1394	dutc1256
369	Bihari	breast	cuci	c u c i	2475	cuci	c600 v027 c600 v191	1402	mait1250
370	Oriya	breast	dud	d u d	2474	dud	c143 v027 c143	1402	oriy1255
371	Urdu	breast	pɪstɑn	p ɪ s t ɑ n	2217	pɪstɑn, sinə	c288 v219 c087 c118 v089 c105	1402	urdu1245
372	Italian	breast	poppa	p o pː a	2210	'poppa	c288 v042 c259 v130	1402	ital1282
373	Italian	breast	mammɛlla	m a mː ɛ lː a	2209	mam'mɛlla	c239 v130 c242 v229 c539 v130	1402	ital1282
374	French	breast	sɛ̃	s ɛ̃	2216	sɛ̃	c087 v231	1402	stan1290
375	Polish	breast	pʲɛrɕ	pʲ ɛ r ɕ	2212	pʲɛrɕ	c270 v229 c151 c202	1402	poli1260
376	Russian	breast	grudʲ	g r u dʲ	2213	'grudʲ	c824 c151 v027 c127	1402	russ1263
377	Greek_Mod	breast	stiθo̞s	s t i θ o̞ s	2217	ˈstiθo̞s	c087 c118 v191 c413 v033 c087	1402	mode1248
378	French	breast	mamɛl	m a m ɛ l	2209	mamɛl	c239 v130 c239 v229 c548	1402	stan1290
379	French	breast	tetɔ̃	t e t ɔ̃	3151	tetɔ̃	c118 v200 c118 v066	1402	stan1290
380	Italian	breast	tetta	t e tː a	3151	'tetta	c118 v200 c128 v130	1402	ital1282
381	Armenian_Mod	breast	kuɾʦkʰ	k u ɾ ts kʰ	3598	kuɾʦkʰ	c831 v027 c064 c015 c813	1402	nucl1235
382	Spanish	breast	peʧo	p e tʃ o	3618	'peʧo	c288 v200 c645 v042	1402	stan1288
383	Armenian_Mod	breathe	ʃənʧʰɛl	ʃ ə n tʃʰ ɛ l	2569	ʃənˈʧʰɛl	c677 v155 c105 c655 v229 c548	1407	nucl1235
384	Czech	breathe	diːxat	d iː x a t	1115	diːxat	c143 v183 c772 v130 c118	1407	czec1258
385	Breton_ST	breathe	ãnaːlat	ã n aː l a t	860	ã'na:lat	v147 c105 v137 c548 v130 c118	1407	bret1244
386	Catalan	breathe	ələna	ə l ə n a	860	ələ'na	v155 c548 v155 c105 v130	1407	stan1289
387	Danish	breathe	ʌnə	ʌ n ə	860	ˈʌnə	v097 c105 v155	1407	dani1285
388	Dutch_List	breathe	adəmən	a d ə m ə n	192	'adəmə(n)	v130 c143 v155 c239 v155 c105	1407	dutc1256
389	English	breathe	briːð	b r iː ð	2573	bri:ð	c254 c151 v183 c415	1407	stan1293
390	French	breathe	ʀɛspiʀe	ʀ ɛ s p i ʀ e	2571	ʀɛspiʀe	c761 v229 c087 c288 v191 c761 v200	1407	stan1290
391	German	breathe	aːtmən	aː t m ə n	192	'a:tmən	v137 c118 c239 v155 c105	1407	stan1295
392	Greek_Mod	breathe	anapne̞o̞	a n a p n e̞ o̞	1460	anaˈpne̞ˌo̞	v130 c105 v130 c288 c105 v217 v033	1407	mode1248
393	Italian	breathe	respirare	r e s p i r a r e	2571	respi'rare	c151 v200 c087 c288 v191 c151 v130 c151 v200	1407	ital1282
394	Marathi	breathe	ʃwas#gʱeɳe	ʃ w a s _ g̤ e ɳ e	576	ʃwas 'gʱeɳe	c677 c457 v130 c087 m001 c828 v200 c705 v200	1407	mara1378
395	Polish	breathe	ɔddixaʨ	ɔ dː i x a tɕ	1115	ɔdˈdixaʨ	v067 c131 v191 c772 v130 c198	1407	poli1260
396	Portuguese_ST	breathe	ɾɨʃpiɾaɾ	ɾ ɨ ʃ p i ɾ a ɾ	2571	ɾɨʃpiˈɾaɾ	c064 v116 c677 c288 v191 c064 v130 c064	1407	port1283
397	Russian	breathe	duʃatʲ	d u ʃ a tʲ	1115	'duʃatʲ	c143 v027 c677 v130 c113	1407	russ1263
398	Spanish	breathe	respiɾaɾ	r e s p i ɾ a ɾ	2571	respi'ɾaɾ	c151 v200 c087 c288 v191 c064 v130 c064	1407	stan1288
399	Swedish	breathe	andas	a n d a s	860	'andas	v130 c105 c143 v130 c087	1407	swed1254
400	Bihari	breathe	sãs#pʰerəb	s ã s _ pʰ e r ə b	576	sãs pherəb	c087 v147 c087 m001 c261 v200 c151 v155 c254	1407	mait1250
401	Oriya	breathe	nisvasɔ#neba	n i s v a s ɔ _ n e b a	3409	nisvasɔ neba	c105 v191 c087 c446 v130 c087 v067 m001 c105 v200 c254 v130	1407	oriy1255
402	Urdu	breathe	sɑ̃s#lenə	s ɑ̃ s _ l e n ə	576	sɑ̃s lenə	c087 v088 c087 m001 c548 v200 c105 v155	1407	urdu1245
403	Swedish	breathe	leːva	l eː v a	3564	'le:va	c548 v202 c446 v130	1407	swed1254
404	Armenian_Mod	burn	ɑɪ̯ɾvɛl	ai ɾ v ɛ l	577	ɑɪ̯ɾˈvɛl	d030 c064 c446 v229 c548	2102	nucl1235
405	Czech	burn	hor̝ɛt	h o r ɛ t	2243	hor̝ɛt	c401 v042 c151 v229 c118	2102	czec1258
406	Breton_ST	burn	dɛːvĩ	d ɛː v ĩ	1101	'dɛ:vĩ	c143 v225 c446 v193	2102	bret1244
407	Catalan	burn	krəma	k r ə m a	2242	krə'ma	c831 c151 v155 c239 v130	2102	stan1289
408	Danish	burn	b̥ʁanə	b̥ ʁ a n ə	193	ˈb̥ʁanə	c280 c733 v130 c105 v155	2102	dani1285
409	Dutch_List	burn	brɑndən	b r ɑ n d ə n	193	'brɑndə(n)	c254 c151 v089 c105 c143 v155 c105	2102	dutc1256
410	English	burn	bɜːn	b ɜː n	193	bɜ:n	c254 v150 c105	2102	stan1293
411	French	burn	bʀyle	b ʀ y l e	3152	bʀyle	c254 c761 v166 c548 v200	2102	stan1290
412	German	burn	brɛnən	b r ɛ n ə n	193	'brɛnən	c254 c151 v229 c105 v155 c105	2102	stan1295
413	Greek_Mod	burn	ce̞o̞	c e̞ o̞	1461	ˈce̞ˌo̞	c600 v217 v033	2102	mode1248
414	Italian	burn	ardere	a r d e r e	1389	'ardere	v130 c151 c143 v200 c151 v200	2102	ital1282
415	Marathi	burn	dzəɭɳe	d z ə ɭ ɳ e	758	'dzəɭɳe, 'dzaɭɳe	c143 c078 v155 c702 c705 v200	2102	mara1378
416	Polish	burn	paʎiʨ#ɕɛ	p a ʎ i tɕ _ ɕ ɛ	2241	ˈpaʎiʨ ɕɛ	c288 v130 c582 v191 c198 m001 c202 v229	2102	poli1260
417	Portuguese_ST	burn	ɐɾdeɾ	ɐ ɾ d e ɾ	1389	ɐɾˈdeɾ	v119 c064 c143 v200 c064	2102	port1283
418	Russian	burn	gorʲetʲ	g o rʲ e tʲ	2243	go'rʲetʲ	c824 v042 c162 v200 c113	2102	russ1263
419	Swedish	burn	brɛna	b r ɛ n a	193	'brɛna	c254 c151 v229 c105 v130	2102	swed1254
420	Bihari	burn	jərəb	j ə r ə b	758	jərəb	c564 v155 c151 v155 c254	2102	mait1250
421	Oriya	burn	jɔɭ	j ɔ ɭ	758	jɔḷ-	c564 v067 c702	2102	oriy1255
422	Oriya	burn	poɽ	p o ɽ	2478	poṛ-	c288 v042 c697	2102	oriy1255
423	Urdu	burn	ʤəlnɑ	dʒ ə l n ɑ	758	ʤəlnɑ	c649 v155 c548 c105 v089	2102	urdu1245
424	Italian	burn	bruʧare	b r u tʃ a r e	3152	bru'tʃare	c254 c151 v027 c645 v130 c151 v200	2102	ital1282
425	Dutch_List	burn	ɣlujən	ɣ l u j ə n	3594	'ɣlujə(n)	c774 c548 v027 c564 v155 c105	2102	dutc1256
426	Armenian_Mod	burn	vɑrvel	v ɑ r v e l	577	vɑrˈvel	c446 v089 c151 c446 v200 c548	2102	nucl1235
427	Spanish	burn	kemaɾ	k e m a ɾ	2242	ke'maɾ	c831 v200 c239 v130 c064	2102	stan1288
428	Czech	child	ɟiːcɛ	ɟ iː c ɛ	1116	ɟiːcɛ	c603 v183 c600 v229	2099	czec1258
429	Danish	child	b̥ɑn	b̥ ɑ n	1307	b̥ɑn	c280 v089 c105	2099	dani1285
430	Dutch_List	child	kɪnt	k ɪ n t	194	kɪnt	c831 v219 c105 c118	2099	dutc1256
431	English	child	ʧaɪld	tʃ aɪ l d	2223	tʃaɪld	c645 d032 c548 c143	2099	stan1293
432	French	child	ɑ̃fɑ̃	ɑ̃ f ɑ̃	1390	ɑ̃fɑ̃	v088 c447 v088	2099	stan1290
433	German	child	kɪnt	k ɪ n t	194	kɪnt	c831 v219 c105 c118	2099	stan1295
434	Greek_Mod	child	pe̞ði	p e̞ ð i	1462	pe̞ˈði	c288 v217 c415 v191	2099	mode1248
435	Italian	child	fanʧullo	f a n tʃ u lː o	1390	fan'tʃullo	c447 v130 c105 c645 v027 c539 v042	2099	ital1282
436	Marathi	child	mul	m u l	3403	mul	c239 v027 c548	2099	mara1378
437	Polish	child	ʥɛʦkɔ	dʑ ɛ ts k ɔ	1116	ˈʥɛʦkɔ	c195 v229 c015 c831 v067	2099	poli1260
438	Russian	child	rʲebʲonok	rʲ e bʲ o n o k	1116	rʲe'bʲonok	c162 v200 c263 v042 c105 v042 c831	2099	russ1263
439	Spanish	child	niɲo	n i ɲ o	1258	'niɲo	c105 v191 c589 v042	2099	stan1288
440	Swedish	child	bɑːrn	b ɑː r n	1307	bɑːrn	c254 v091 c151 c105	2099	swed1254
441	Breton_ST	child	byːgɛl	b yː g ɛ l	980	'by:gɛl	c254 v168 c824 v229 c548	2099	bret1244
442	Catalan	child	kriəturə	k r iə t u r ə	861	kriə'turə	c831 c151 d055 c118 v027 c151 v155	2099	stan1289
443	Oriya	child	pila	p i l a	3416	pila	c288 v191 c548 v130	2099	oriy1255
444	Oriya	child	baɭɔk	b a ɭ ɔ k	1802	baḷɔk	c254 v130 c702 v067 c831	2099	oriy1255
445	Oriya	child	cʰua	cʰ ua	2576	chua	c598 d010	2099	oriy1255
446	Urdu	child	bəʧəh	b ə tʃ ə h	759	bəʧəh	c254 v155 c645 v155 c401	2099	urdu1245
447	Italian	child	bambino	b a m b i n o	3535	bam'bino	c254 v130 c239 c254 v191 c105 v042	2099	ital1282
448	Catalan	child	nɛn	n ɛ n	1258	nɛn, niŋ	c105 v229 c105	2099	stan1289
449	Armenian_Mod	child	jɛɾɛχɑ	j ɛ ɾ ɛ χ ɑ	3556	jɛɾɛˈχɑ	c564 v229 c064 v229 c742 v089	2099	nucl1235
450	Portuguese_ST	child	kɾiɐ̃sɐ	k ɾ i ɐ̃ s ɐ	861	kɾiˈɐ̃sɐ	c831 c064 v191 v120 c087 v119	2099	port1283
451	Catalan	child	nɔi	n ɔi	1258	nɔi	c105 d018	2099	stan1289
452	Armenian_Mod	cloud	ɑmp	ɑ m p	579	ɑmp	v089 c239 c288	1489	nucl1235
453	Czech	cloud	oblak	o b l a k	1117	oblak	v042 c254 c548 v130 c831	1489	czec1258
454	Breton_ST	cloud	kũmul	k ũ m u l	981	'kũmul	c831 v025 c239 v027 c548	1489	bret1244
455	Catalan	cloud	nuβul	n u β u l	862	'nußul	c105 v027 c225 v027 c548	1489	stan1289
456	Danish	cloud	sg̥ʰy	s g̥ʰ y	1308	sg̥ʰy	c087 c806 v166	1489	dani1285
457	Dutch_List	cloud	wɔlk	w ɔ l k	195	wɔlk	c457 v067 c548 c831	1489	dutc1256
458	English	cloud	klaʊd	k l aʊ d	3404	klaʊd	c831 c548 d028 c143	1489	stan1293
459	French	cloud	nyaʒ	n y a ʒ	862	nyaʒ	c105 v166 v130 c679	1489	stan1290
460	German	cloud	vɔlkə	v ɔ l k ə	195	'vɔlkə	c446 v067 c548 c831 v155	1489	stan1295
461	Greek_Mod	cloud	sine̞fo̞	s i n e̞ f o̞	579	ˈsine̞ˌfo̞	c087 v191 c105 v217 c447 v033	1489	mode1248
462	Italian	cloud	nuvola	n u v o l a	862	'nuvola, 'nube	c105 v027 c446 v042 c548 v130	1489	ital1282
463	Marathi	cloud	ɖʱag	ɖ̤ a g	3405	ɖʱag	c708 v130 c824	1489	mara1378
464	Polish	cloud	xmura	x m u r a	1222	ˈxmura	c772 c239 v027 c151 v130	1489	poli1260
465	Portuguese_ST	cloud	nuvɐ̃j	n u v ɐ̃ j	862	ˈnuvɐ̃j	c105 v027 c446 v120 c564	1489	port1283
466	Russian	cloud	oblako	o b l a k o	3406	'oblako	v042 c254 c548 v130 c831 v042	1489	russ1263
467	Spanish	cloud	nuβe	n u β e	862	'nuβe	c105 v027 c225 v200	1489	stan1288
468	Swedish	cloud	ʃyː	ʃ yː	1308	ʃy:	c677 v168	1489	swed1254
469	Bihari	cloud	megʱ	m e g̤	760	megh	c239 v200 c828	1489	mait1250
470	Oriya	cloud	megʱɔ	m e g̤ ɔ	760	meghɔ	c239 v200 c828 v067	1489	oriy1255
471	Urdu	cloud	bɑd̪əl	b ɑ d̪ ə l	1596	bɑd̪əl	c254 v089 c367 v155 c548	1489	urdu1245
472	Swedish	cloud	moːln	m oː l n	2244	mo:ln	c239 v035 c548 c105	1489	swed1254
473	Armenian_Mod	cold	ʦʰuɾt	tsʰ u ɾ t	14	ʦʰuɾt	c013 v027 c064 c118	1287	nucl1235
474	Czech	cold	stʊdɛni	s t ʊ d ɛ n i	2485	stʊdɛni	c087 c118 v056 c143 v229 c105 v191	1287	czec1258
475	Breton_ST	cold	jẽːn	j ẽː n	982	jẽ:n	c564 v207 c105	1287	bret1244
476	Catalan	cold	fɾɛt	f ɾ ɛ t	863	fɾɛt, fret	c447 c064 v229 c118	1287	stan1289
477	Danish	cold	g̥ʰʌl	g̥ʰ ʌ l	196	g̥ʰʌl	c806 v097 c548	1287	dani1285
