language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Polish		tooth	1380	1380	zɔ̃p	498	z ɔ̃ p
Norwegian		tooth	1380	1380	tɑn	499	t ɑ n
French		tooth	1380	1380	dɑ̃	499	d ɑ̃
Czech		tooth	1380	1380	zʊp	498	z ʊ p
Icelandic		tooth	1380	1380	tʰœnː	499	tʰ œ nː
Italian		tooth	1380	1380	dɛnte	499	d ɛ n t e
Hindi		tooth	1380	1380	dãt	499	d ã t
Portuguese		tooth	1380	1380	dẽtə	499	d ẽ t ə
Dutch		tree	906	906	boːm	502	b oː m
Swedish		tree	906	906	trɛːd	501	t r ɛː d
English		tree	906	906	triː	501	t r iː
German		tree	906	906	baum	502	b au m
Spanish		tree	906	906	arvol	506	a r v o l
Danish		tree	906	906	tʁɛˀ	501	t ʁ ɛˀ
Bulgarian		tree	906	906	dərvɔ	501	d ə r v ɔ
Greek		tree	906	906	ðenðro	501	ð e n ð r o
Armenian		tree	906	906	ʦɑr	-503	ts ɑ r
Romanian		tree	906	906	arbore	506	a r b o r e
Russian		tree	906	906	dʲerʲɪvə	501	dʲ e rʲ ɪ v ə
Polish		tree	906	906	dʒɛvɔ	501	d ʒ ɛ v ɔ
Norwegian		tree	906	906	tɾeː	501	t ɾ eː
French		tree	906	906	aʁbʁ	506	a ʁ b ʁ
Czech		tree	906	906	strom	504	s t r o m
Icelandic		tree	906	906	tʰrjɛː	501	tʰ r j ɛː
Italian		tree	906	906	albero	506	a l b e r o
Hindi		tree	906	906	peɽ	500	p e ɽ
Portuguese		tree	906	906	arvurə	506	a r v u r ə
Icelandic		tree	906	906	vɪːðʏr	505	v ɪː ð ʏ r
Dutch		two	1498	1498	tʋeː	507	t ʋ eː
Swedish		two	1498	1498	tvoː	507	t v oː
English		two	1498	1498	tuː	507	t uː
German		two	1498	1498	t͡svai	507	ts v ai
Spanish		two	1498	1498	dos	507	d o s
Danish		two	1498	1498	toˀ	507	t oˀ
Bulgarian		two	1498	1498	dva	507	d v a
Greek		two	1498	1498	ðʝo	507	ð ʝ o
Armenian		two	1498	1498	jɛɾku	507	j ɛ ɾ k u
Romanian		two	1498	1498	doj	507	d o j
Russian		two	1498	1498	dva	507	d v a
Polish		two	1498	1498	dva	507	d v a
Norwegian		two	1498	1498	tuː	507	t uː
French		two	1498	1498	dø	507	d ø
Czech		two	1498	1498	dva	507	d v a
Icelandic		two	1498	1498	tʰveir	507	tʰ v ei r
Italian		two	1498	1498	due	507	d w e
Hindi		two	1498	1498	doː	507	d oː
Portuguese		two	1498	1498	doiʃ	507	d oi ʃ
Dutch		walk(go)	1443	1443	xaːn	509	x aː n
Swedish		walk(go)	1443	1443	goː	509	g oː
English		walk(go)	1443	1443	ɡəʊ	509	g əu
German		walk(go)	1443	1443	ɡeːən	509	g eː ə n
Spanish		walk(go)	1443	1443	andar	513	a n d a r
Danish		walk(go)	1443	1443	gɔˀ	509	g ɔˀ
Bulgarian		walk(go)	1443	1443	vɛrvʲə	515	v ɛ r vʲ ə
Greek		walk(go)	1443	1443	piʝeno	516	p i ʝ e n o
Romanian		walk(go)	1443	1443	umbla	508	u m b l a
Russian		walk(go)	1443	1443	ɪtʲi	514	ɪ tʲ i
Polish		walk(go)	1443	1443	iɕʨ	514	i ɕ tɕ
Norwegian		walk(go)	1443	1443	goː	509	g oː
French		walk(go)	1443	1443	vɛ	510	v ɛ
Czech		walk(go)	1443	1443	jiːt	514	j iː t
Icelandic		walk(go)	1443	1443	faːra	511	f aː r a
Italian		walk(go)	1443	1443	vo	510	v o
Hindi		walk(go)	1443	1443	ʧəlnaː	514	tʃ ə l n aː
Portuguese		walk(go)	1443	1443	ɐ̃dar	513	ɐ̃ d a r
Spanish		walk(go)	1443	1443	boi	510	b oi
French		walk(go)	1443	1443	ale	512	a l e
Italian		walk(go)	1443	1443	andare	513	a n d a r e
Dutch		warm	1232	1232	ʋɑrm	517	ʋ ɑ r m
Swedish		warm	1232	1232	varːm	517	v a rː m
English		warm	1232	1232	ʋɔːrm	517	ʋ ɔː r m
German		warm	1232	1232	varm	517	v a r m
Spanish		warm	1232	1232	kaliðo	520	k a l i ð o
Danish		warm	1232	1232	vɑˀm	517	v ɑˀ m
Bulgarian		warm	1232	1232	tɔpəl	519	t ɔ p ə l
Greek		warm	1232	1232	xliaros	521	x l ia r o s
Armenian		warm	1232	1232	tɑkʰ	522	t ɑ kʰ
Romanian		warm	1232	1232	kald	520	k a l d
Russian		warm	1232	1232	tʲoplɨj	519	tʲ o p l ɨ j
Polish		warm	1232	1232	ʨɛpwɨ	519	tɕ ɛ p w ɨ
Norwegian		warm	1232	1232	ʋɑɾm	517	ʋ ɑ ɾ m
French		warm	1232	1232	ʃo	520	ʃ o
Czech		warm	1232	1232	tɛpliː	519	t ɛ p l iː
Icelandic		warm	1232	1232	l̥iːr	520	l̥ iː r
Italian		warm	1232	1232	tiepido	519	t ie p i d o
Hindi		warm	1232	1232	gərm	-518	g ə r m
Portuguese		warm	1232	1232	kẽtə	520	k ẽ t ə
Dutch		water	948	948	ʋaːtər	526	ʋ aː t ə r
Swedish		water	948	948	vatːen	526	v a tː e n
English		water	948	948	ʋɔːtər	526	ʋ ɔː t ə r
German		water	948	948	vasər	526	v a s ə r
Spanish		water	948	948	aɣwa	523	a ɣ w a
Danish		water	948	948	vanˀ	526	v a nˀ
Bulgarian		water	948	948	voda	526	v o d a
Greek		water	948	948	nero	524	n e r o
Armenian		water	948	948	ʤuɾ	527	dʒ u ɾ
Romanian		water	948	948	apə	523	a p ə
Russian		water	948	948	vɐda	526	v ɐ d a
Polish		water	948	948	vɔda	526	v ɔ d a
Norwegian		water	948	948	ʋɑn	526	ʋ ɑ n
French		water	948	948	o	523	o
Czech		water	948	948	voda	526	v o d a
Icelandic		water	948	948	vaʰtn̥	526	v a ʰt n̥
Italian		water	948	948	akkwa	523	a kː w a
Hindi		water	948	948	paːniː	525	p aː n iː
Portuguese		water	948	948	agwɐ	523	a g w ɐ
Dutch		we	1212	1212	ʋɛɪ	530	ʋ ɛi
Swedish		we	1212	1212	viː	530	v iː
English		we	1212	1212	ʋiː	530	ʋ iː
German		we	1212	1212	viːr	530	v iː r
Spanish		we	1212	1212	nosotɾos	529	n o s o t ɾ o s
Danish		we	1212	1212	viˀ	530	v iˀ
Bulgarian		we	1212	1212	niɛ	529	n iɛ
Greek		we	1212	1212	emis	528	e m i s
Armenian		we	1212	1212	mɛnkʰ	528	m ɛ n kʰ
Romanian		we	1212	1212	noj	529	n o j
Russian		we	1212	1212	mɨ	528	m ɨ
Polish		we	1212	1212	mɨ	528	m ɨ
Norwegian		we	1212	1212	ʋiː	530	ʋ iː
French		we	1212	1212	nu	529	n u
Czech		we	1212	1212	mɪ	528	m ɪ
Icelandic		we	1212	1212	vɪːð	530	v ɪː ð
Italian		we	1212	1212	noi	529	n oi
Hindi		we	1212	1212	ɦəm	529	ɦ ə m
Portuguese		we	1212	1212	nɔʃ	529	n ɔ ʃ
Dutch		what	1236	1236	ʋɑt	531	ʋ ɑ t
Swedish		what	1236	1236	vɑd	531	v ɑ d
English		what	1236	1236	ʋɔt	531	ʋ ɔ t
German		what	1236	1236	vas	531	v a s
Spanish		what	1236	1236	ke	531	k e
Danish		what	1236	1236	va	531	v a
Bulgarian		what	1236	1236	kakvɔ	531	k a k v ɔ
Greek		what	1236	1236	ti	531	t i
Romanian		what	1236	1236	ʧe	531	tʃ e
Russian		what	1236	1236	ʃto	531	ʃ t o
Polish		what	1236	1236	ʦɔ	531	ts ɔ
Norwegian		what	1236	1236	ʋɑː	531	ʋ ɑː
French		what	1236	1236	kwa	531	k w a
Czech		what	1236	1236	ʦo	531	ts o
Icelandic		what	1236	1236	xʷaːð	531	xʷ aː ð
Italian		what	1236	1236	ke	531	k e
Hindi		what	1236	1236	kjaː	531	k j aː
Portuguese		what	1236	1236	kə	531	k ə
Dutch		white	1335	1335	ʋɪt	532	ʋ ɪ t
Swedish		white	1335	1335	viːt	532	v iː t
English		white	1335	1335	ʋaɪt	532	ʋ aɪ t
German		white	1335	1335	vais	532	v ai s
Spanish		white	1335	1335	blaŋko	533	b l a ŋ k o
Danish		white	1335	1335	viðˀ	532	v i ðˀ
Bulgarian		white	1335	1335	bal	536	b a l
Greek		white	1335	1335	lefkos	535	l e f k o s
Armenian		white	1335	1335	spitɑk	-534	s p i t ɑ k
Romanian		white	1335	1335	alb	537	a l b
Russian		white	1335	1335	bʲelɨj	536	bʲ e l ɨ j
Polish		white	1335	1335	bʲawɨ	536	bʲ a w ɨ
Norwegian		white	1335	1335	ʋiːt	532	ʋ iː t
French		white	1335	1335	blɑ̃	533	b l ɑ̃
Czech		white	1335	1335	biːliː	536	b iː l iː
Icelandic		white	1335	1335	xʷiːtʏr	532	xʷ iː t ʏ r
Italian		white	1335	1335	bjanko	533	b j a n k o
Portuguese		white	1335	1335	alvu	537	a l v u
Dutch		who	1235	1235	ʋiː	538	ʋ iː
Swedish		who	1235	1235	vem	538	v e m
English		who	1235	1235	huː	538	h uː
German		who	1235	1235	veːr	538	v eː r
Spanish		who	1235	1235	kjen	538	k j e n
Danish		who	1235	1235	vɛmˀ	538	v ɛ mˀ
Bulgarian		who	1235	1235	koj	538	k o j
Greek		who	1235	1235	opios	538	o p j o s
Romanian		who	1235	1235	ʧine	538	tʃ i n e
Russian		who	1235	1235	kto	538	k t o
Polish		who	1235	1235	ktɔ	538	k t ɔ
Norwegian		who	1235	1235	ʋem	538	ʋ e m
French		who	1235	1235	ki	538	k i
Czech		who	1235	1235	ɡdo	538	g d o
Icelandic		who	1235	1235	xʷɛːr	538	xʷ ɛː r
Italian		who	1235	1235	ki	538	k i
Hindi		who	1235	1235	kɔːn	538	k ɔː n
Portuguese		who	1235	1235	kɐ̃j	538	k ɐ̃ j
Dutch		wind	960	960	ʋɪnt	602	ʋ ɪ n t
Swedish		wind	960	960	vind	602	v i n d
English		wind	960	960	ʋɪnd	602	ʋ ɪ n d
German		wind	960	960	vɪnt	602	v ɪ n t
Spanish		wind	960	960	bjento	602	b j e n t o
Danish		wind	960	960	venˀ	602	v e nˀ
Bulgarian		wind	960	960	vʲatər	602	vʲ a t ə r
Greek		wind	960	960	anemos	603	a n e m o s
Romanian		wind	960	960	vɨnt	602	v ɨ n t
Russian		wind	960	960	vʲetʲɪr	602	vʲ e tʲ ɪ r
Polish		wind	960	960	vʲatr	602	vʲ a t r
Norwegian		wind	960	960	ʋin	602	ʋ i n
French		wind	960	960	vɑ̃	602	v ɑ̃
Icelandic		wind	960	960	vɪntʏr	602	v ɪ n t ʏ r
Italian		wind	960	960	vɛnto	602	v ɛ n t o
Portuguese		wind	960	960	vẽtu	602	v ẽ t u
Dutch		woman	962	962	vrɑuʋ	541	v r ɑu ʋ
Swedish		woman	962	962	kvinːa	544	k v i nː a
English		woman	962	962	ʋʊmən	543	ʋ ʊ m ə n
German		woman	962	962	frau	541	f r au
Spanish		woman	962	962	muxeɾ	545	m u x e ɾ
Danish		woman	962	962	kvenə	544	k v e n ə
Bulgarian		woman	962	962	ʒɛna	544	ʒ ɛ n a
Greek		woman	962	962	ʝineka	544	ʝ i n e k a
Armenian		woman	962	962	kin	544	k i n
Romanian		woman	962	962	femeje	542	f e m e j e
Russian		woman	962	962	ʒɛnʃʃʲɪnə	544	ʒ ɛ n ʃːʲ ɪ n ə
Polish		woman	962	962	kɔbʲɛta	546	k ɔ bʲ ɛ t a
Norwegian		woman	962	962	kʋinə	544	k ʋ i n ə
French		woman	962	962	fam	542	f a m
Czech		woman	962	962	ʒɛna	544	ʒ ɛ n a
Icelandic		woman	962	962	kʰɔːna	544	kʰ ɔː n a
Italian		woman	962	962	dɔnna	540	d ɔ nː a
Hindi		woman	962	962	ɔːrət	-539	ɔː r ə t
Portuguese		woman	962	962	muʎɛr	545	m u ʎ ɛ r
German		woman	962	962	vaip	543	v ai p
Dutch		worm	1219	1219	ʋɔrm	607	ʋ ɔ r m
Swedish		worm	1219	1219	masːk	606	m a sː k
English		worm	1219	1219	ʋɜːrm	607	ʋ ɜː r m
German		worm	1219	1219	vʊrm	607	v ʊ r m
Spanish		worm	1219	1219	berme	607	b e r m e
Danish		worm	1219	1219	oʁˀm	607	o ʁˀ m
Bulgarian		worm	1219	1219	ʧɛrvɛj	608	tʃ ɛ r v ɛ j
Greek		worm	1219	1219	skulici	605	s k u l i c i
Romanian		worm	1219	1219	vjerme	607	v j e r m e
Russian		worm	1219	1219	ʧerfʲ	608	tʃ e r fʲ
Polish		worm	1219	1219	ʧɛrf	608	tʃ ɛ r f
Norwegian		worm	1219	1219	mɑɾk	606	m ɑ ɾ k
French		worm	1219	1219	vɛʁ	607	v ɛ ʁ
Czech		worm	1219	1219	ʧɛrf	608	tʃ ɛ r f
Icelandic		worm	1219	1219	ɔrmʏr	607	ɔ r m ʏ r
Italian		worm	1219	1219	vɛrme	607	v ɛ r m e
Hindi		worm	1219	1219	kiːɽaː	-604	k iː ɽ aː
Portuguese		worm	1219	1219	vɛrmə	607	v ɛ r m ə
Dutch		worm	1219	1219	maːdə	606	m aː d ə
Icelandic		worm	1219	1219	maθkʏr	606	m a θ k ʏ r
Dutch		year	1226	1226	jaːr	614	j aː r
Swedish		year	1226	1226	oːr	614	oː r
English		year	1226	1226	jɪər	614	j ɪ ə r
German		year	1226	1226	jaːr	614	j aː r
Spanish		year	1226	1226	aɲo	611	a ɲ o
Danish		year	1226	1226	ɒˀʁ	614	ɒˀ ʁ
Bulgarian		year	1226	1226	ɡodinə	615	g o d i n ə
Greek		year	1226	1226	etos	613	e t o s
Armenian		year	1226	1226	tɑɾi	-610	t ɑ ɾ i
Romanian		year	1226	1226	an	611	a n
Russian		year	1226	1226	ɡot	615	g o t
Polish		year	1226	1226	rɔk	612	r ɔ k
Norwegian		year	1226	1226	oːɾ	614	oː ɾ
French		year	1226	1226	ɑ̃	611	ɑ̃
Czech		year	1226	1226	rok	612	r o k
Icelandic		year	1226	1226	auːr	614	a uː r
Italian		year	1226	1226	anno	611	a nː o
Hindi		year	1226	1226	bərəs	609	b ə r ə s
Portuguese		year	1226	1226	ɐnu	611	ɐ n u
Dutch		yellow	1424	1424	xeːl	550	x eː l
Swedish		yellow	1424	1424	guːl	550	g uː l
English		yellow	1424	1424	jɛləʊ	550	j ɛ l əu
German		yellow	1424	1424	ɡɛlp	550	g ɛ l p
Spanish		yellow	1424	1424	amaɾiʎo	548	a m a ɾ i ʎ o
Danish		yellow	1424	1424	guˀl	550	g uˀ l
Bulgarian		yellow	1424	1424	ʒɤlt	550	ʒ ɤ l t
Greek		yellow	1424	1424	citrinos	-547	c i t r i n o s
Armenian		yellow	1424	1424	dɛʁin	552	d ɛ ʁ i n
Romanian		yellow	1424	1424	ɡalben	551	g a l b e n
Russian		yellow	1424	1424	ʒoltɨj	550	ʒ o l t ɨ j
Polish		yellow	1424	1424	ʒuwtɨ	550	ʒ u w t ɨ
Norwegian		yellow	1424	1424	gʉːl	550	g ʉː l
French		yellow	1424	1424	ʒon	551	ʒ o n
Czech		yellow	1424	1424	ʒlʊtiː	550	ʒ l ʊ t iː
Icelandic		yellow	1424	1424	kʏːlʏr	550	k ʏː l ʏ r
Italian		yellow	1424	1424	ʤallo	551	dʒ a lː o
Hindi		yellow	1424	1424	piːlaː	549	p iː l aː
Portuguese		yellow	1424	1424	ɐmɐrɛlu	548	ɐ m ɐ r ɛ l u
